onet_soc_code,spe_ocupacion,similarity_score
19-4012.00,Auxiliares de Laboratorio,0.487037664690048
19-4012.00,Técnicos en Ciencias Biológicas,0.44940627868064736
19-4012.00,Auxiliares de Laboratorio Clínico,0.42351745180661077
19-4012.01,Técnicos en Cartografía,0.4998788667919644
19-4012.01,Ingenieros Topográficos,0.42951775443944334
19-4012.01,Operarios de Riego Agrícola,0.42220726267226383
19-4013.00,"Inspectores de Control de Calidad, Procesamiento de Alimentos y Bebidas",0.5368792179484665
19-4013.00,Obreros y Ayudantes en la Elaboración de Alimentos y Bebidas,0.4977597256270057
19-4013.00,Ayudantes de establecimientos de alimentos y bebidas,0.48126021650883244
19-4021.00,Auxiliares de Laboratorio,0.5094390233975571
19-4021.00,Técnicos en Ciencias Biológicas,0.5019599157726676
19-4021.00,Auxiliares de Laboratorio Clínico,0.47866043847142475
19-4031.00,Técnicos en Química Aplicada,0.5168171786070069
19-4031.00,Ingenieros Químicos,0.5057751999118723
19-4031.00,Auxiliares de Laboratorio,0.5046373945519486
19-4042.00,Asistentes en Saneamiento Ambiental,0.4530096975470488
19-4042.00,"Técnicos en Prevención, Gestión y Control Ambiental",0.441550919909271
19-4042.00,"Inspectores de Productos Agrícola, Pecuarios y de Pesca",0.4163998560496922
19-4043.00,Técnicos en Geología y Minería,0.5467977294438702
19-4043.00,Operarios de exploración geofísica y geológica,0.5050761164760811
19-4043.00,"Geólogos, Geoquímicos y Geofísicos",0.48327534632907604
19-4044.00,Ingenieros Topográficos,0.4409430661712903
19-4044.00,Técnicos en Recursos Naturales,0.43536371190006
19-4044.00,Operarios de Riego Agrícola,0.4334366818193093
19-4051.00,Auxiliares de Laboratorio,0.5255575253983709
19-4051.00,"Auxiliares técnicos de instalación, mantenimiento y reparación de sistemas de Telecomunicaciones",0.4835302681963452
19-4051.00,Auxiliares técnicos en electrónica,0.47121275459308287
19-4051.02,Técnicos en Medicina Nuclear,0.5034818161557371
19-4051.02,Operadores de Máquinas de Planta Química,0.46932445620124374
19-4051.02,Auxiliares de Laboratorio,0.46244017297545975
19-4061.00,Auxiliares de Laboratorio,0.5689390164272655
19-4061.00,Auxiliares de Estadística y Encuestadores,0.535571708059342
19-4061.00,Auxiliares de Biblioteca,0.5202178192367468
19-4071.00,Trabajadores de Silvicultura y Forestación,0.5085351486170601
19-4071.00,Expertos Forestales,0.49893854502929247
19-4071.00,Supervisores de Explotación Forestal y Silvicultura,0.49459703411464373
19-4092.00,Profesionales en ciencias forenses,0.47848351357696317
19-4092.00,Técnicos Investigadores Criminalísticos y Judiciales,0.47790584577857287
19-4092.00,Técnicos en Ciencias Biológicas,0.39463289012410996
19-4099.00,Otros Auxiliares de Servicios a la Salud n.c.a.,0.5124017774010291
19-4099.00,Ayudantes de Otros Oficios,0.5115423492052821
19-4099.00,Mecánicos de Otros Pequeñas Máquinas y Motores,0.4900837958423577
19-4099.01,"Analistas de Calidad, Textiles",0.6270211447145444
19-4099.01,"Inspectores de Control de Calidad, Fabricación de Productos de Tela, Piel y Cuero",0.5780225941353371
19-4099.01,"Inspectores de Control de Calidad, Procesamiento de Alimentos y Bebidas",0.5297520602181905
19-4099.03,Técnicos en Recursos Naturales,0.529684578184593
19-4099.03,Técnicos en Cartografía,0.5005514811586534
19-4099.03,Ingenieros Topográficos,0.4692139916354817
19-5011.00,"Inspectores de Sanidad, Seguridad y Salud Ocupacional",0.5881103542892474
19-5011.00,Auxiliares de Seguridad en el Trabajo,0.4997228475741925
19-5011.00,"Contratistas y Supervisores de Ajustadores de Máquinas y Herramientas, y de Ocupaciones Relacionadas",0.4498167967686781
19-5012.00,"Inspectores de Sanidad, Seguridad y Salud Ocupacional",0.5371336769223933
19-5012.00,Auxiliares de Seguridad en el Trabajo,0.5068064977970345
19-5012.00,Operadores de Máquinas de Planta Química,0.4676005176283833
21-1011.00,Trabajadores Sociales y Consultores de Familia,0.44345962865621497
21-1011.00,Consejeros de Servicios de Empleo,0.41637700814088097
21-1011.00,Terapeutas Ocupacionales,0.40346921757048054
21-1012.00,Ayudantes de Otros Oficios,0.5626800351120459
21-1012.00,Consejeros de Servicios de Empleo,0.547084281623303
21-1012.00,Orientadores Educativos,0.5321419973982283
21-1013.00,Terapeutas Ocupacionales,0.46258833563402246
21-1013.00,Trabajadores Sociales y Consultores de Familia,0.4605474470773597
21-1013.00,Psicólogos,0.45444034825987323
21-1014.00,Trabajadores Sociales y Consultores de Familia,0.44729656128327555
21-1014.00,Terapeutas Ocupacionales,0.44280472767067003
21-1014.00,Psicólogos,0.4298767133777345
21-1015.00,Terapeutas Ocupacionales,0.4657647081919929
21-1015.00,Pedagogo Reeducador,0.433717586489342
21-1015.00,Ayudantes de Otros Oficios,0.41240159357967837
21-1019.00,Otros Instructores,0.505439054320665
21-1019.00,Ayudantes de Otros Oficios,0.4724127440812175
21-1019.00,Otros Reparadores,0.4523757831518558
21-1021.00,Trabajadores Sociales y Consultores de Familia,0.4797370179631397
21-1021.00,Auxiliares del Cuidado de Niños,0.4329637731413019
21-1021.00,Asistentes en Servicios Social y Comunitario,0.42299721099771703
21-1022.00,Trabajadores Sociales y Consultores de Familia,0.47583505513909174
21-1022.00,Asistentes en Servicios Social y Comunitario,0.46442316364322783
21-1022.00,Gerentes de Servicios a la Salud,0.41275217820239696
21-1023.00,Asistentes en Servicios Social y Comunitario,0.41476540981061943
21-1023.00,Trabajadores Sociales y Consultores de Familia,0.40102082400638916
21-1023.00,Terapeutas Ocupacionales,0.3776136038233139
21-1029.00,Trabajadores Sociales y Consultores de Familia,0.5296521858879063
21-1029.00,Ayudantes de Otros Oficios,0.5239435041505794
21-1029.00,Otros Auxiliares de Servicios a la Salud n.c.a.,0.5168619550310206
21-1091.00,Gerentes de Programas de Política Social y de Salud,0.4965113942500441
21-1091.00,Gerentes de Programas de Política Educativa,0.46822434289247644
21-1091.00,Gerentes de Servicios a la Salud,0.4635711892220138
21-1092.00,"Gerentes de Servicios Social, Comunitario y Correccional",0.5263037536256377
21-1092.00,Asistentes en Servicios Social y Comunitario,0.4746040738174059
21-1092.00,Trabajadores Sociales y Consultores de Familia,0.46158360620759914
21-1093.00,Asistentes en Servicios Social y Comunitario,0.5432997585415441
21-1093.00,Auxiliares administrativos en Salud,0.5399772444333467
21-1093.00,Ayudantes de Otros Oficios,0.532508950766141
21-1094.00,Asistentes en Servicios Social y Comunitario,0.43173567773283616
21-1094.00,Gerentes de Servicios a la Salud,0.3920506685291094
21-1094.00,Auxiliares administrativos en Salud,0.3756091537311308
21-1099.00,Asistentes en Servicios Social y Comunitario,0.5612702820048018
21-1099.00,Otros Auxiliares de Servicios a la Salud n.c.a.,0.5443672662373896
21-1099.00,"Gerentes de Servicios Social, Comunitario y Correccional",0.5130977756521105
21-2011.00,Ocupaciones Religiosas,0.4298575577213918
21-2011.00,Ayudantes de Otros Oficios,0.42156826413007153
21-2011.00,Ayudantes Electricistas,0.4034567757020723
21-2021.00,Directores de Programas de Esparcimiento y Administradores de Deportes,0.4970712184627429
21-2021.00,Gerentes de Programas de Política Educativa,0.4505697542548185
21-2021.00,Ocupaciones Religiosas,0.4494182148309173
21-2099.00,Ayudantes de Otros Oficios,0.4860219347701564
21-2099.00,Operadores de Máquinas y Trabajadores Relacionados con la Fabricación de Calzado y Marroquinería,0.475301663175031
21-2099.00,Trabajadores Pecuarios,0.47477030096760786
23-1011.00,Abogados,0.5343838959102849
23-1011.00,Investigadores criminalísticos y judiciales,0.38836416106317245
23-1011.00,"Analistas, Asesores y Agentes de Mercado Financiero",0.3784826480458872
23-1012.00,Auxiliares de Tribunales,0.5654807603069154
23-1012.00,"Asistentes de Juzgados, Tribunales y Afines",0.5552258857828613
23-1012.00,Ayudantes de Otros Oficios,0.5317758820407068
23-1021.00,Jueces,0.4266050942101857
23-1021.00,Auxiliares de Tribunales,0.4094870872630478
23-1021.00,Auxiliares Administrativos,0.40841233968458246
23-1022.00,Árbitros,0.4322315179884414
23-1022.00,"Evaluadores, Ajustadores, Analistas y Liquidadores de Seguros",0.39974115331967025
23-1022.00,Ayudantes de Otros Oficios,0.38100138325273786
23-1023.00,Jueces,0.48638496280531207
23-1023.00,"Asistentes de Juzgados, Tribunales y Afines",0.4082832507258489
23-1023.00,Auxiliares de Tribunales,0.39255784712647335
23-2011.00,Asistentes Legales y Afines,0.4987789283168219
23-2011.00,Auxiliares de Tribunales,0.4744856175966416
23-2011.00,Auxiliares Administrativos,0.45513723521798677
23-2093.00,"Evaluadores, Ajustadores, Analistas y Liquidadores de Seguros",0.4548063893327582
23-2093.00,Auxiliares de Archivo y Registro,0.4243992003756553
23-2093.00,Agentes de Bienes Raíces,0.4155075193657022
23-2099.00,Ayudantes de Otros Oficios,0.5245997954895291
23-2099.00,Otros Auxiliares de Servicios a la Salud n.c.a.,0.5046095971773289
23-2099.00,Asistentes Legales y Afines,0.45839117769573107
25-1011.00,Profesionales en Organización y Administración de las Empresas,0.5074175826625199
25-1011.00,Profesores e Instructores de Formación para el Trabajo,0.4640578376626448
25-1011.00,Profesores de Educación Básica Secundaria y Media,0.45610326454165584
25-1021.00,Profesores de Educación Básica Secundaria y Media,0.5068447162284406
25-1021.00,Profesores de Educación Superior,0.4761108079333781
25-1021.00,Profesores e Instructores de Formación para el Trabajo,0.473022345836193
25-1022.00,"Matemáticos, Estadísticos y Actuarios",0.5007914142057175
25-1022.00,Profesores de Educación Básica Secundaria y Media,0.4571532067485237
25-1022.00,Profesores de Educación Superior,0.40655960310580935
25-1031.00,Arquitectos,0.4774301106375527
25-1031.00,Otros Instructores,0.46716411190014673
25-1031.00,Profesores de Educación Básica Secundaria y Media,0.44809559133353083
25-1032.00,Ingenieros de Petróleos,0.4784599573300012
25-1032.00,Ingenieros Mecánicos,0.47709255885686275
25-1032.00,Ingenieros en Construcción y Obras Civiles,0.4732313392951024
25-1041.00,"Gerentes de Producción Agrícola, Pecuaria, Acuícola y Pesquero",0.4969918631277378
25-1041.00,Expertos Agrícolas y Pecuarios,0.46135627644817184
25-1041.00,Profesores de Educación Básica Secundaria y Media,0.45152280452214644
25-1042.00,Profesores de Educación Básica Secundaria y Media,0.5665795935288286
25-1042.00,Profesores de Educación Básica Primaria,0.5292984606021791
25-1042.00,Profesores de Educación Superior,0.5253539373105467
25-1043.00,Profesores de Educación Básica Secundaria y Media,0.5199377195874995
25-1043.00,Trabajadores de Silvicultura y Forestación,0.5177950484742866
25-1043.00,Expertos Forestales,0.5076432917108623
25-1051.00,Profesores de Educación Básica Secundaria y Media,0.5197837231105867
25-1051.00,"Geólogos, Geoquímicos y Geofísicos",0.482230630636286
25-1051.00,Profesores de Educación Superior,0.47376807757360373
25-1052.00,Profesores de Educación Básica Secundaria y Media,0.5103702099384594
25-1052.00,Profesores de Educación Básica Primaria,0.45411253285281833
25-1052.00,Profesores de Educación Superior,0.452478127583788
25-1053.00,Profesores de Educación Básica Secundaria y Media,0.5532951344205204
25-1053.00,Profesores de Educación Superior,0.523807325161645
25-1053.00,Profesores de Educación Básica Primaria,0.5163188286958159
25-1054.00,Profesores de Educación Básica Secundaria y Media,0.5296540021168002
25-1054.00,Profesores de Educación Superior,0.49252099596356425
25-1054.00,Otros Instructores,0.4883711498422208
25-1061.00,Profesores de Educación Básica Secundaria y Media,0.5305142565985339
25-1061.00,Profesores de Educación Superior,0.511985224523723
25-1061.00,Otros Instructores,0.5093831535872865
25-1062.00,Profesores de Educación Básica Secundaria y Media,0.4439816207334468
25-1062.00,"Sociólogos, Antropólogos y Afines",0.4399824112547581
25-1062.00,Profesores de Educación Superior,0.4082772758284978
25-1063.00,Profesores de Educación Básica Secundaria y Media,0.5356288250357665
25-1063.00,"Consultores, Investigadores y Analistas de Política Económica",0.5158926478582424
25-1063.00,Otros Instructores,0.511002372709741
25-1064.00,Profesores de Educación Básica Secundaria y Media,0.5509324124050972
25-1064.00,Profesores de Educación Superior,0.516471227870881
25-1064.00,Profesores de Educación Básica Primaria,0.5149647462517454
25-1065.00,Profesores de Educación Básica Secundaria y Media,0.49982550289891364
25-1065.00,Profesores de Educación Superior,0.4753872678936752
25-1065.00,Otros Instructores,0.47119340727969117
25-1066.00,Psicólogos,0.5131363087875959
25-1066.00,Profesores de Educación Básica Secundaria y Media,0.5043954703183462
25-1066.00,Profesores e Instructores de Formación para el Trabajo,0.47354004464046656
25-1067.00,Profesores de Educación Básica Secundaria y Media,0.5720651710075715
25-1067.00,Profesores de Educación Superior,0.5466962613272787
25-1067.00,Profesores de Educación Básica Primaria,0.5196521427154195
25-1069.00,Profesores de Educación Básica Secundaria y Media,0.5549051031914537
25-1069.00,Profesores de Educación Superior,0.5166986090439514
25-1069.00,Profesores de Educación Básica Primaria,0.4836024805095718
25-1071.00,Profesores de Educación Básica Secundaria y Media,0.48894305118550546
25-1071.00,Otras Ocupaciones Profesionales en Diagnóstico y Tratamiento de la Salud n.c.a.,0.46883718184679735
25-1071.00,Otros Instructores,0.4590139179306278
25-1072.00,Profesores de Educación Básica Secundaria y Media,0.515334899690927
25-1072.00,Auxiliares en Enfermería,0.5064399776769295
25-1072.00,Profesores e Instructores de Formación para el Trabajo,0.5062712722462087
25-1081.00,Profesores de Educación Básica Secundaria y Media,0.5589931927745838
25-1081.00,Otros Instructores,0.5201528653423683
25-1081.00,Profesores de Educación Superior,0.5143788327088412
25-1082.00,Bibliotecólogos,0.5426407323431232
25-1082.00,Profesores de Educación Básica Secundaria y Media,0.5353459687344309
25-1082.00,Auxiliares de Biblioteca,0.5216536082776272
25-1111.00,Profesores de Educación Básica Secundaria y Media,0.49443497218066174
25-1111.00,Otros Instructores,0.48236616296514745
25-1111.00,Profesores e Instructores de Formación para el Trabajo,0.4775422634219043
25-1112.00,Profesores de Educación Básica Secundaria y Media,0.5229323355774703
25-1112.00,Otros Instructores,0.511462495514833
25-1112.00,Profesores de Educación Superior,0.5076376716559008
25-1113.00,Profesores de Educación Básica Secundaria y Media,0.5584377465621208
25-1113.00,Profesores e Instructores de Formación para el Trabajo,0.5381982701659734
25-1113.00,Profesores de Educación Superior,0.5167406148702454
25-1121.00,"Productores, Directores Artísticos, Coreógrafos y Ocupaciones Relacionadas",0.4518535928424335
25-1121.00,Profesores de Educación Básica Secundaria y Media,0.4499375534959226
25-1121.00,"Otras Ocupaciones Técnicas en Cine, Televisión y Artes Escénicas n.c.a.",0.42645184557241345
25-1122.00,Ocupaciones Profesionales en Relaciones Públicas y Comunicaciones,0.6109187305621037
25-1122.00,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.49862731608583255
25-1122.00,Profesores de Educación Básica Secundaria y Media,0.48203799531948166
25-1123.00,Profesores de Educación Básica Secundaria y Media,0.4986626171846603
25-1123.00,Profesores de Educación Superior,0.46147591191788495
25-1123.00,Otros Instructores,0.45306703744070953
25-1124.00,Profesores de Educación Básica Secundaria y Media,0.48559294738785985
25-1124.00,Otros Instructores,0.4692385144658969
25-1124.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.45923216439734216
25-1125.00,Profesores de Educación Básica Secundaria y Media,0.5486007086626621
25-1125.00,Profesores de Educación Superior,0.5126034444344302
25-1125.00,Otros Instructores,0.48862316302574543
25-1126.00,Profesores de Educación Básica Secundaria y Media,0.5255923446604518
25-1126.00,Profesores de Educación Superior,0.4983812551454963
25-1126.00,Otros Instructores,0.48133891913074073
25-1192.00,Profesores de Educación Básica Secundaria y Media,0.47876666288057723
25-1192.00,Profesores e Instructores de Formación para el Trabajo,0.46313921982788464
25-1192.00,"Auxiliares Contables, de Tesorería y Financieros",0.45334025556546403
25-1193.00,Profesores e Instructores de Formación para el Trabajo,0.5057561522914727
25-1193.00,Profesores de Educación Básica Secundaria y Media,0.4927425988616078
25-1193.00,Auxiliares de Servicios de Recreación y Deporte,0.4878558483809886
25-1194.00,Profesores de Educación Básica Secundaria y Media,0.4710738668513671
25-1194.00,Profesores e Instructores de Formación para el Trabajo,0.4592867596757124
25-1194.00,"Otras Ocupaciones Técnicas en Cine, Televisión y Artes Escénicas n.c.a.",0.4141512938505838
25-1199.00,Profesores de Educación Básica Secundaria y Media,0.5790725597800646
25-1199.00,Profesores de Educación Superior,0.5453451359560583
25-1199.00,Otros Instructores,0.5313997579599229
25-2011.00,Profesores de Preescolar,0.580258996944195
25-2011.00,Profesores de Educación Básica Secundaria y Media,0.5178524677531585
25-2011.00,Auxiliares de educación para la primera infancia,0.4911892973314189
25-2012.00,Profesores de Preescolar,0.5335998957791971
25-2012.00,Profesores de Educación Básica Secundaria y Media,0.5109704637400992
25-2012.00,Auxiliares del Cuidado de Niños,0.5019846377496202
25-2021.00,Profesores de Educación Básica Secundaria y Media,0.5693923430277142
25-2021.00,Profesores de Educación Básica Primaria,0.5652374563262393
25-2021.00,Profesores de Preescolar,0.4940728014894729
25-2022.00,Profesores de Educación Básica Secundaria y Media,0.6807692029647594
25-2022.00,Profesores de Educación Básica Primaria,0.5026841407602747
25-2022.00,Directores y Administradores de Educación Básica y Media,0.45113664758570104
25-2023.00,Profesores de Educación Básica Secundaria y Media,0.6405938138942924
25-2023.00,Profesores e Instructores de Formación para el Trabajo,0.4642236762650569
25-2023.00,"Operadores de Máquinas, Tratamiento de Metales y Minerales",0.44218772206866674
25-2031.00,Profesores de Educación Básica Secundaria y Media,0.654860554268824
25-2031.00,Profesores de Educación Básica Primaria,0.5407157189718772
25-2031.00,Profesores de Educación Superior,0.512359095517955
25-2032.00,Profesores de Educación Básica Secundaria y Media,0.6137935392049754
25-2032.00,Profesores e Instructores de Formación para el Trabajo,0.4994782175444646
25-2032.00,"Operadores de Máquinas, Tratamiento de Metales y Minerales",0.47492258121384584
25-2051.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.5264032589592762
25-2051.00,Profesores de Preescolar,0.48018965868899244
25-2051.00,Profesores de Educación Básica Secundaria y Media,0.42892421717734897
25-2055.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.5016424078826307
25-2055.00,Profesores de Educación Básica Secundaria y Media,0.40704616492782525
25-2055.00,Profesores de Preescolar,0.3968152050985381
25-2056.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.5103854675161826
25-2056.00,Profesores de Educación Básica Secundaria y Media,0.458273197455603
25-2056.00,Profesores de Educación Básica Primaria,0.4552985501647234
25-2057.00,Profesores de Educación Básica Secundaria y Media,0.5583442721763184
25-2057.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.504643144173899
25-2057.00,Pedagogo Reeducador,0.3755006985451851
25-2058.00,Profesores de Educación Básica Secundaria y Media,0.5353518870981706
25-2058.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.521809994097812
25-2058.00,Profesores de Educación Básica Primaria,0.3863281785121072
25-2059.00,Profesores de Educación Básica Secundaria y Media,0.5317799221041776
25-2059.00,Otros Instructores,0.4983803649293024
25-2059.00,Instructores y Profesores de Personas en Condición de Discapacidad,0.49829164521744496
25-2059.01,Instructores y Profesores de Personas en Condición de Discapacidad,0.5132470572293449
25-2059.01,Representante de servicios especializados,0.5114585262738376
25-2059.01,Especialistas en Procesos Pedagógicos,0.4842029352899466
25-3011.00,Profesores de Educación Básica Secundaria y Media,0.5774776556167293
25-3011.00,Otros Instructores,0.4881336006104557
25-3011.00,Profesores de Educación Básica Primaria,0.48415918249380463
25-3021.00,Otros Instructores,0.4589526095243116
25-3021.00,Profesores e Instructores de Formación para el Trabajo,0.4222401038722843
25-3021.00,Recreadores,0.42076835611339347
25-3031.00,Otros Instructores,0.4033812709982945
25-3031.00,Profesores de Educación Básica Secundaria y Media,0.39202823298208306
25-3031.00,Profesores de Educación Básica Primaria,0.36298088695702135
25-3041.00,Otros Instructores,0.48549405980078714
25-3041.00,Profesores de Educación Básica Secundaria y Media,0.4360457308412023
25-3041.00,Profesores e Instructores de Formación para el Trabajo,0.42996696830530434
25-3099.00,Otros Instructores,0.6172571518259186
25-3099.00,Profesores de Educación Básica Secundaria y Media,0.5162771224387306
25-3099.00,Profesores e Instructores de Formación para el Trabajo,0.49928765665802166
25-4011.00,Archivistas,0.6099347871053038
25-4011.00,Auxiliares de Archivo y Registro,0.5600302944851508
25-4011.00,Auxiliares de Biblioteca,0.4625961482490005
25-4012.00,"Gerentes de Biblioteca, Museo y Galería de Arte",0.569953874729492
25-4012.00,Curadores y Supervisores Musicales,0.4800702765293792
25-4012.00,Auxiliares de Biblioteca,0.43170203881292213
25-4013.00,Ocupaciones Técnicas Relacionadas con Museos y Galerías,0.45667025384270094
25-4013.00,Ensambladores e Inspectores de Muebles y Accesorios,0.4289749128872369
25-4013.00,"Gerentes de Biblioteca, Museo y Galería de Arte",0.42292662755079224
25-4022.00,"Gerentes de Biblioteca, Museo y Galería de Arte",0.5152310844115376
25-4022.00,Auxiliares de Biblioteca,0.5022917113683193
25-4022.00,Bibliotecólogos,0.48160284567029354
25-4031.00,Técnicos en Biblioteca,0.5853058774012193
25-4031.00,Auxiliares de Biblioteca,0.5774772364822075
25-4031.00,Bibliotecólogos,0.5032831882737345
25-9021.00,Operadores de Maquinaria Agrícola,0.46994318416478253
25-9021.00,"Gerentes de Producción Agrícola, Pecuaria, Acuícola y Pesquero",0.4427201451177054
25-9021.00,Agricultores y Administradores Agropecuarios,0.4242246135817459
25-9031.00,Otros Instructores,0.4652465444098635
25-9031.00,Orientadores Educativos,0.4524183650925893
25-9031.00,Coordinadores de Sistemas Integrados de Gestión,0.4491863688749447
25-9042.00,Profesores de Educación Básica Secundaria y Media,0.5301015216906022
25-9042.00,Auxiliares de educación para la primera infancia,0.5108273809343054
25-9042.00,Auxiliares del Cuidado de Niños,0.5100218274703907
25-9043.00,Auxiliares de educación para la primera infancia,0.5102254368219815
25-9043.00,Auxiliares del Cuidado de Niños,0.49960082114716065
25-9043.00,Asistentes Tesorería,0.497159253054666
25-9044.00,Auxiliares de Correo y Servicio Postal,0.4927030976327709
25-9044.00,Auxiliares Administrativos,0.49160466368476924
25-9044.00,Asistentes Tesorería,0.48953076204904555
25-9049.00,Asistentes Tesorería,0.538479663345619
25-9049.00,Asistentes Administrativos,0.5215131305807988
25-9049.00,Otros Instructores,0.5194796483789403
25-9099.00,Ayudantes de Otros Oficios,0.5103240303645449
25-9099.00,Auxiliares de Biblioteca,0.5047676542749555
25-9099.00,Otros Auxiliares de Servicios a la Salud n.c.a.,0.4842181919710836
27-1011.00,"Pintores, Escultores y Otros Artistas Visuales",0.48813577644795936
27-1011.00,Diseñadores Gráficos,0.47904329967520143
27-1011.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.4764060086867892
27-1012.00,"Pintores, Escultores y Otros Artistas Visuales",0.5376492372309907
27-1012.00,Artesanos Trabajos en Cuero,0.5295200447695765
27-1012.00,Otros Artesanos n.c.a.,0.5164035814547278
27-1013.00,"Pintores, Escultores y Otros Artistas Visuales",0.6389784734397449
27-1013.00,Agentes y Promotores Artísticos,0.4839529651821824
27-1013.00,Operarios de Terminados y Acabados de Artes Gráficas,0.47655746075124983
27-1014.00,"Pintores, Escultores y Otros Artistas Visuales",0.43673547909174026
27-1014.00,Gerentes de Medios de Comunicación y Artes Escénicas,0.4047963937692409
27-1014.00,Auxiliares de Producción de Eventos y Espectáculos,0.4018684422470907
27-1019.00,"Pintores, Escultores y Otros Artistas Visuales",0.5615125506723707
27-1019.00,Otros artistas,0.5614942229441897
27-1019.00,"Productores, Directores Artísticos, Coreógrafos y Ocupaciones Relacionadas",0.5265298526348076
27-1021.00,Diseñadores Industriales,0.6095401755928733
27-1021.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.501302225900528
27-1021.00,Diseñadores de Interiores,0.46488685989421585
27-1022.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.6268688744654669
27-1022.00,Diseñadores Industriales,0.5599916632397557
27-1022.00,Diseñadores Gráficos,0.5586674419613503
27-1023.00,Ornamentistas y Forjadores,0.5592316117889741
27-1023.00,Diseñadores de Interiores,0.5423004270778012
27-1023.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.5384071540410431
27-1024.00,Diseñadores Gráficos,0.646710811305898
27-1024.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.530972319117579
27-1024.00,Pre-prensistas de Artes Gráficas,0.5211209915965178
27-1025.00,Diseñadores de Interiores,0.7048662032902107
27-1025.00,Diseñadores Industriales,0.49918307370989884
27-1025.00,Ensambladores e Inspectores de Muebles y Accesorios,0.4667367722073115
27-1026.00,Vendedores de Mostrador,0.5249408792353474
27-1026.00,Ensambladores e Inspectores de Muebles y Accesorios,0.5033916429352278
27-1026.00,Operarios de Acabado de Muebles,0.5031772117957217
27-1027.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.5659523509488416
27-1027.00,Diseñadores Industriales,0.4898740392643949
27-1027.00,Diseñadores Gráficos,0.4808881932092646
27-1029.00,"Diseñadores de Teatro, Moda, Exhibición y Otros Diseñadores Creativos",0.6090901397039841
27-1029.00,Diseñadores Gráficos,0.5878537429499535
27-1029.00,Diseñadores Industriales,0.5451726274411884
27-2011.00,Actores,0.5227401740822055
27-2011.00,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.4223842933032675
27-2011.00,Intérpretes Musicales,0.40555709725013533
27-2012.00,"Productores, Directores Artísticos, Coreógrafos y Ocupaciones Relacionadas",0.5349881173721278
27-2012.00,Coordinadores y Productores de Eventos y Espectáculos,0.5166652979968487
27-2012.00,Auxiliares de Producción de Eventos y Espectáculos,0.4659704478659038
27-2012.03,Directores de Programas de Esparcimiento y Administradores de Deportes,0.5953720601434852
27-2012.03,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.4908967985986823
27-2012.03,Gerentes de Medios de Comunicación y Artes Escénicas,0.4863185538721298
27-2012.04,Intérpretes Musicales,0.48760431919861535
27-2012.04,"Ocupaciones de Asistencia en Cine, Televisión y Artes Escénicas",0.48674026875925536
27-2012.04,"Productores, Directores Artísticos, Coreógrafos y Ocupaciones Relacionadas",0.4822908461529401
27-2012.05,Técnicos en Transmisión de Radio y Televisión,0.5177422953878005
27-2012.05,Gerentes de Medios de Comunicación y Artes Escénicas,0.49381596750828083
27-2012.05,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.4824928027504188
27-2021.00,Deportistas,0.6671948231735221
27-2021.00,Recreadores,0.5248350932118151
27-2021.00,Aparejadores,0.5019136621505516
27-2022.00,Entrenadores y Preparadores Físicos,0.47685059768556437
27-2022.00,Otros Instructores,0.429354368288128
27-2022.00,Profesores de Educación Básica Primaria,0.4176961515751481
27-2023.00,Directores de Programas de Esparcimiento y Administradores de Deportes,0.46721199433718325
27-2023.00,Árbitros,0.45314352016597836
27-2023.00,Jueces,0.4504528221649109
27-2031.00,Intérpretes Musicales,0.4554827909284241
27-2031.00,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.44496852535601805
27-2031.00,Ejecutantes Musicales,0.43273324850669137
27-2032.00,"Productores, Directores Artísticos, Coreógrafos y Ocupaciones Relacionadas",0.5015459778612524
27-2032.00,Intérpretes Musicales,0.48797170999785394
27-2032.00,Ejecutantes Musicales,0.4776333799209732
27-2041.00,Directores e Investigadores Musicales,0.5348967832936631
27-2041.00,Autores y Compositores Musicales,0.5106998947151133
27-2041.00,Curadores y Supervisores Musicales,0.5006666197228228
27-2042.00,Intérpretes Musicales,0.5684401626709827
27-2042.00,Ejecutantes Musicales,0.5211240046789141
27-2042.00,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.5206210097268887
27-2091.00,"Locutores de Radio, Televisión y Otros Medios de Comunicación.",0.4321368233064748
27-2091.00,Ejecutantes Musicales,0.3985720930813483
