periodo,ano,mes,DPTO,empleo,informales,tasa_informalidad
2022-07,2022,7,13,960732.4947652599,731934.7617318099,76.19
2022-07,2022,7,15,551713.185383402,354571.871131487,64.27
2022-07,2022,7,17,414149.578231018,212491.531563367,51.31
2022-07,2022,7,18,166287.388774812,129050.08855095699,77.61
2022-07,2022,7,19,674368.6727899199,514386.887592057,76.28
2022-07,2022,7,20,462477.239053859,372967.660661172,80.65
2022-07,2022,7,23,810423.1561343829,658311.037805934,81.23
2022-07,2022,7,25,1528414.942243069,761159.8895921339,49.8
2022-07,2022,7,27,143779.853408686,112849.779482848,78.49
2022-07,2022,7,41,458920.202284963,349507.738496905,76.16
2022-07,2022,7,44,368434.276930649,323102.531837429,87.7
2022-07,2022,7,47,594552.4905673601,449667.32972275,75.63
2022-07,2022,7,50,486935.52173681994,294431.02290103,60.47
2022-07,2022,7,52,894724.923284575,738702.737361541,82.56
2022-07,2022,7,54,719445.115791196,536230.379827366,74.53
2022-07,2022,7,63,232531.30735055,123860.66566377,53.27
2022-07,2022,7,66,412779.14731030003,195329.41574372997,47.32
2022-07,2022,7,68,1023384.4061888598,570842.05307164,55.78
2022-07,2022,7,70,388557.40474965295,322510.129348404,83.0
2022-07,2022,7,73,476027.96730967,323464.81711919,67.95
2022-07,2022,7,76,2033619.660559892,1037273.61374976,51.01
2022-07,2022,7,81,32233.317418828003,22278.457687348,69.12
2022-07,2022,7,85,81229.52610261002,44122.94179174,54.32
2022-07,2022,7,86,15604.938592016002,7768.566678584,49.78
2022-07,2022,7,88,21444.249449274997,7843.667275247,36.58
2022-07,2022,7,91,12692.267100830999,7235.048906975,57.0
2022-07,2022,7,94,9196.666590746001,6445.189205047,70.08
2022-07,2022,7,95,22188.867031152004,15033.006308423,67.75
2022-07,2022,7,97,4571.907468417,1830.379738833,40.04
2022-07,2022,7,99,7678.521916973001,4303.401367542001,56.04
2022-08,2022,8,5,3087184.229565862,1490437.429724314,48.28
2022-08,2022,8,8,1305107.102023431,840589.991905425,64.41
2022-08,2022,8,11,3828732.05859708,1157037.55088729,30.22
2022-08,2022,8,13,960956.5965117051,720657.561034285,74.99
2022-08,2022,8,15,605789.7877207501,415942.27962331695,68.66
2022-08,2022,8,17,439128.45671766606,227408.953041987,51.79
2022-08,2022,8,18,120505.71149702999,88002.409179571,73.03
2022-08,2022,8,19,599399.6868856039,458134.38123548497,76.43
2022-08,2022,8,20,478301.6888379,338629.40509482,70.8
2022-08,2022,8,23,738874.4249198199,596612.099279811,80.75
2022-08,2022,8,25,1467288.323311234,682296.345131074,46.5
2022-08,2022,8,27,135597.263621757,90504.91100598002,66.75
2022-08,2022,8,41,461822.82250117196,352279.55100443796,76.28
2022-08,2022,8,44,425781.69463075197,371231.023359803,87.19
2022-08,2022,8,47,596556.761621622,446411.04118823097,74.83
2022-08,2022,8,50,473617.33117421,283530.83549709,59.86
2022-08,2022,8,52,945613.4445732229,805220.0693417571,85.15
2022-08,2022,8,54,672076.853589896,520968.605426286,77.52
2022-08,2022,8,63,237043.292125643,133342.65064621,56.25
2022-08,2022,8,66,417804.005887512,197020.25097554998,47.16
2022-08,2022,8,68,1006347.488872806,584347.417803306,58.07
2022-08,2022,8,70,407617.97116336506,347660.42869485996,85.29
2022-08,2022,8,73,493381.495867765,327682.81962844497,66.42
2022-08,2022,8,76,2053452.909931581,1112479.0264674071,54.18
2022-08,2022,8,81,29602.097570561004,17748.211830005002,59.96
2022-08,2022,8,85,77408.325084368,41080.607781038,53.07
2022-08,2022,8,86,13817.724280097998,7755.352568119999,56.13
2022-08,2022,8,88,22118.451794589,6847.051753651,30.96
2022-08,2022,8,91,13720.077240209,8274.351420512001,60.31
2022-08,2022,8,94,10207.733756597001,7907.783691620002,77.47
2022-08,2022,8,95,22163.915510589002,12962.434167676001,58.48
2022-08,2022,8,97,5509.351396582999,2354.6486650179995,42.74
2022-08,2022,8,99,7473.545177608999,4232.357226856,56.63
2022-09,2022,9,5,3110746.15566913,1484533.02468511,47.72
2022-09,2022,9,8,1260564.674393001,775719.62994167,61.54
2022-09,2022,9,11,4007580.1314075403,1471664.88972724,36.72
2022-09,2022,9,13,1001682.4469210301,775983.64719086,77.47
2022-09,2022,9,15,551445.884194211,369009.148308116,66.92
2022-09,2022,9,17,452790.164853057,213427.23258776398,47.14
2022-09,2022,9,18,175315.351837905,133180.854640369,75.97
2022-09,2022,9,19,690998.950882538,566068.084760359,81.92
2022-09,2022,9,20,472576.008983525,348288.474834325,73.7
2022-09,2022,9,23,708131.606235906,555510.962683683,78.45
2022-09,2022,9,25,1508633.579295635,802478.059451851,53.19
2022-09,2022,9,27,153230.126480895,122063.36923724701,79.66
2022-09,2022,9,41,474706.6385601631,356061.648749796,75.01
2022-09,2022,9,44,376029.33021946193,323153.60627286904,85.94
2022-09,2022,9,47,614664.135016958,504095.422696,82.01
2022-09,2022,9,50,532513.454226224,346132.477322724,65.0
2022-09,2022,9,52,939365.215918519,785626.496503056,83.63
2022-09,2022,9,54,638862.42432427,476813.30103681,74.63
2022-09,2022,9,63,228963.629701838,122223.84937350199,53.38
2022-09,2022,9,66,430063.90024525695,209570.621224441,48.73
2022-09,2022,9,68,977577.5627392381,575211.06018117,58.84
2022-09,2022,9,70,407029.913910976,340436.12852023996,83.64
2022-09,2022,9,73,491381.99447618995,314013.08658025,63.9
2022-09,2022,9,76,1991044.312207228,1015407.578428627,51.0
2022-09,2022,9,81,28753.0712204,16452.72466424,57.22
2022-09,2022,9,85,70793.33709993999,31672.182191729993,44.74
2022-09,2022,9,86,13178.901612785,6904.241231368,52.39
2022-09,2022,9,88,20938.53768922,6345.3306901860005,30.3
2022-09,2022,9,91,15211.422708476,8644.644231196,56.83
2022-09,2022,9,94,8920.545188181,6894.867843856,77.29
2022-09,2022,9,95,23312.85913004,14135.824456638999,60.64
2022-09,2022,9,97,4948.4865097724005,2174.5288858588,43.94
2022-09,2022,9,99,7378.783747645001,4545.44482689,61.6
2022-10,2022,10,5,3209046.419154539,1450931.795266507,45.21
2022-10,2022,10,8,1227337.241168166,831028.7279917371,67.71
2022-10,2022,10,11,3849926.7663946804,1321974.04148303,34.34
2022-10,2022,10,13,1049082.56586322,815404.94451472,77.73
2022-10,2022,10,15,580249.6153344391,313327.64525056595,54.0
2022-10,2022,10,17,445309.343419876,238088.64952217898,53.47
2022-10,2022,10,18,158778.445869333,120493.434142477,75.89
2022-10,2022,10,19,643761.1487737229,502263.287305386,78.02
2022-10,2022,10,20,496292.470314955,365387.090766043,73.62
2022-10,2022,10,23,726799.9729048309,578061.041901157,79.54
2022-10,2022,10,25,1587598.343884615,764312.3458135051,48.14
2022-10,2022,10,27,159174.37473356497,114477.623921016,71.92
2022-10,2022,10,41,445088.96766455995,330580.017369132,74.27
2022-10,2022,10,44,410624.64909710403,363848.920101688,88.61
2022-10,2022,10,47,623452.089251204,495385.26456683496,79.46
2022-10,2022,10,50,518784.754247928,341327.50938615797,65.79
2022-10,2022,10,52,911849.008587775,772091.1759141041,84.67
2022-10,2022,10,54,672118.2705113001,483183.62389471,71.89
2022-10,2022,10,63,238589.991585307,124482.423585968,52.17
2022-10,2022,10,66,448826.479688428,221800.73158014,49.42
2022-10,2022,10,68,965195.41812472,528019.3729323801,54.71
2022-10,2022,10,70,380224.397312638,323552.167893808,85.1
2022-10,2022,10,73,501883.50204377004,361764.90177626,72.08
2022-10,2022,10,76,2152792.091926593,1191208.2284278478,55.33
2022-10,2022,10,81,29562.772079713002,18877.165320783002,63.85
2022-10,2022,10,85,80722.57281315999,46930.61944004,58.14
2022-10,2022,10,86,14302.561060659998,5363.456019121,37.5
2022-10,2022,10,88,20756.865211826,6779.204704851,32.66
2022-10,2022,10,91,14119.047577356,8300.354780530997,58.79
2022-10,2022,10,94,8837.70870202,6632.873776163001,75.05
2022-10,2022,10,95,23020.261660488002,15394.287776153,66.87
2022-10,2022,10,97,4432.7189601447,2066.4466726969004,46.62
2022-10,2022,10,99,7509.380302272,4663.901619618001,62.11
2022-11,2022,11,5,3151864.4706594464,1558051.7302390179,49.43
2022-11,2022,11,8,1235792.403749531,767524.618357408,62.11
2022-11,2022,11,11,3978067.07735239,1214278.2809255999,30.52
2022-11,2022,11,13,974037.781449495,725521.9875338529,74.49
2022-11,2022,11,15,516846.56170334696,315798.459150502,61.1
2022-11,2022,11,17,449172.339044004,228912.116568049,50.96
2022-11,2022,11,18,163900.49915777802,134527.93438174803,82.08
2022-11,2022,11,19,647438.9951698739,515107.63708075904,79.56
2022-11,2022,11,20,500495.11840611004,374183.54271380004,74.76
2022-11,2022,11,23,739617.088211757,646220.24780342,87.37
2022-11,2022,11,25,1499308.435855699,752610.112222081,50.2
2022-11,2022,11,27,106903.90610133,88184.05867311399,82.49
2022-11,2022,11,41,457528.440828892,353276.79818720004,77.21
2022-11,2022,11,44,403068.522970006,345181.777618567,85.64
2022-11,2022,11,47,589063.6048411949,459685.330504044,78.04
2022-11,2022,11,50,497686.663874958,297073.060243188,59.69
2022-11,2022,11,52,897793.2820042981,721774.8664210971,80.39
2022-11,2022,11,54,704884.26490032,499375.51505309,70.85
2022-11,2022,11,63,223179.510332037,116283.39193026899,52.1
2022-11,2022,11,66,440373.75202254695,222953.499337852,50.63
2022-11,2022,11,68,1114025.400541651,624874.035523771,56.09
2022-11,2022,11,70,383539.06063783204,318125.805829669,82.94
2022-11,2022,11,73,566603.063824441,409943.275062141,72.35
2022-11,2022,11,76,2039206.101909195,1116668.04698232,54.76
2022-11,2022,11,81,28375.148604267,15673.319160536,55.24
2022-11,2022,11,85,81721.99681768,49196.138024910004,60.2
2022-11,2022,11,86,16096.750005478,10623.171256452,66.0
2022-11,2022,11,88,21662.426496751003,7436.774413329998,34.33
2022-11,2022,11,91,14896.408701712,9060.314899678002,60.82
2022-11,2022,11,94,9322.280669161002,6753.823506682001,72.45
2022-11,2022,11,95,22951.543002742,14173.396622522,61.75
2022-11,2022,11,97,4135.1138593579,1566.1416630099002,37.87
2022-11,2022,11,99,6717.505585867,4655.159022124,69.3
2022-12,2022,12,5,3178471.277084793,1490336.815049766,46.89
2022-12,2022,12,8,1300032.063180347,848804.441189633,65.29
2022-12,2022,12,11,3850396.52674521,1256284.83912902,32.63
2022-12,2022,12,13,902250.8236531499,655463.4630957199,72.65
2022-12,2022,12,15,564863.686443334,339521.56099515903,60.11
2022-12,2022,12,17,469761.06842503796,240897.225899112,51.28
2022-12,2022,12,18,161984.27675955,131899.144825889,81.43
2022-12,2022,12,19,549681.2491336251,419658.62061706604,76.35
2022-12,2022,12,20,514438.690129612,366274.40269499505,71.2
2022-12,2022,12,23,819424.8749461111,702815.5795976829,85.77
2022-12,2022,12,25,1648223.4796253701,785621.294724715,47.66
2022-12,2022,12,27,144976.133648329,117304.528904457,80.91
2022-12,2022,12,41,436389.33112674503,338683.287622076,77.61
2022-12,2022,12,44,326311.785364569,283528.434914405,86.89
2022-12,2022,12,47,603749.3916318079,461871.392164825,76.5
2022-12,2022,12,50,465271.975106094,299828.246224012,64.44
2022-12,2022,12,52,898790.175513364,744143.792306202,82.79
2022-12,2022,12,54,680033.7498034199,509040.52364435,74.86
2022-12,2022,12,63,226409.740175566,119435.72491284701,52.75
2022-12,2022,12,66,432346.68985609803,213897.074989593,49.47
2022-12,2022,12,68,1073287.95823218,642674.4660189601,59.88
2022-12,2022,12,70,347747.123066493,282933.502841635,81.36
2022-12,2022,12,73,571751.4242714499,390486.85282986,68.3
2022-12,2022,12,76,2092451.1245926642,1149130.930102142,54.92
2022-12,2022,12,81,33040.700776038,23009.618226498,69.64
2022-12,2022,12,85,83793.47049939,41364.665882019995,49.37
2022-12,2022,12,86,15921.536537458,9791.292627011,61.5
2022-12,2022,12,88,20701.909614257,6567.2247301259995,31.72
2022-12,2022,12,91,13629.630712611,8658.502919475002,63.53
2022-12,2022,12,94,8326.762623992,6162.360209816999,74.01
2022-12,2022,12,95,22624.415797633,15901.826127379,70.29
2022-12,2022,12,97,4229.838180394,2178.9837321610007,51.51
2022-12,2022,12,99,6837.2469687679995,4159.881674073001,60.84
2023-01,2023,1,5,3047931.8044067128,1420930.945505816,46.62
2023-01,2023,1,8,1197067.248942426,740948.0724231191,61.9
2023-01,2023,1,11,3690781.98355358,1148198.78881217,31.11
2023-01,2023,1,13,963319.3188579798,749789.9912713801,77.83
2023-01,2023,1,15,523718.818137803,316956.24894942297,60.52
2023-01,2023,1,17,440949.289259018,205823.24466699304,46.68
2023-01,2023,1,18,155109.104092498,128486.59924741201,82.84
2023-01,2023,1,19,665824.0679803159,565310.015144687,84.9
2023-01,2023,1,20,479394.599620071,350939.95015283104,73.2
2023-01,2023,1,23,751204.699934263,603453.176619297,80.33
2023-01,2023,1,25,1475825.9045699132,689677.61399104,46.73
2023-01,2023,1,27,122245.579980646,95506.89874961702,78.13
2023-01,2023,1,41,476892.499582657,342112.227898588,71.74
2023-01,2023,1,44,309592.425110289,248104.62559067702,80.14
2023-01,2023,1,47,568960.178730133,419075.461665058,73.66
2023-01,2023,1,50,447101.73361587,268151.1420843,59.98
2023-01,2023,1,52,819700.1231049299,709369.278410306,86.54
2023-01,2023,1,54,677614.50816818,484726.26206638996,71.53
2023-01,2023,1,63,228107.54634119698,124587.323654544,54.62
2023-01,2023,1,66,429225.350913206,244696.169232957,57.01
2023-01,2023,1,68,1020741.769461656,596656.73724385,58.45
2023-01,2023,1,70,336910.7977082579,279896.30904119904,83.08
2023-01,2023,1,73,536792.94554534,369627.3754515799,68.86
2023-01,2023,1,76,1930032.624291857,1117290.5878996341,57.89
2023-01,2023,1,81,29038.034982868998,18747.342243540996,64.56
2023-01,2023,1,85,78219.18093633,40720.20363332001,52.06
2023-01,2023,1,86,15268.599367666997,8121.273924767999,53.19
2023-01,2023,1,88,20131.844819286,6704.677889843,33.3
2023-01,2023,1,91,12593.275363702,8282.828131289001,65.77
2023-01,2023,1,94,8934.971759171,6398.380414771,71.61
2023-01,2023,1,95,21677.995822793,16017.520821202,73.89
2023-01,2023,1,97,3588.324419459,1644.9596973609998,45.84
2023-01,2023,1,99,7069.227674021,5002.508521224998,70.76
2023-02,2023,2,5,3102911.976532427,1594255.4232507301,51.38
2023-02,2023,2,8,1202151.748496911,770388.678880876,64.08
2023-02,2023,2,11,3889168.5981191304,1368977.81224555,35.2
2023-02,2023,2,13,953997.0750015631,740779.090024323,77.65
2023-02,2023,2,15,496898.37461159204,321862.388666749,64.77
2023-02,2023,2,17,441568.944986854,225009.119813854,50.96
2023-02,2023,2,18,163235.62424849102,126442.939299911,77.46
2023-02,2023,2,19,692910.305640528,561393.228623395,81.02
2023-02,2023,2,20,492030.6865793051,359345.66755121795,73.03
2023-02,2023,2,23,839341.338165512,643080.656982596,76.62
2023-02,2023,2,25,1507555.8935828218,737070.946879402,48.89
2023-02,2023,2,27,109572.442555299,83890.20305716399,76.56
2023-02,2023,2,41,442989.174246101,324098.212561784,73.16
2023-02,2023,2,44,383903.362572626,346733.471168671,90.32
2023-02,2023,2,47,598584.852830694,466940.11584344995,78.01
2023-02,2023,2,50,505969.51556146,322269.4618765,63.69
2023-02,2023,2,52,940852.27418414,818701.5105459769,87.02
2023-02,2023,2,54,693541.39596722,511789.29366152,73.79
2023-02,2023,2,63,223723.64671318902,124003.75035019299,55.43
2023-02,2023,2,66,414787.29342495906,200964.06234562903,48.45
2023-02,2023,2,68,998987.5675666489,549544.152665731,55.01
2023-02,2023,2,70,352969.455554534,291196.124613588,82.5
2023-02,2023,2,73,542860.406433574,359086.548297644,66.15
2023-02,2023,2,76,2042411.806216964,1041415.517937839,50.99
2023-02,2023,2,81,29009.080207637002,20070.832092318,69.19
2023-02,2023,2,85,79597.98834449999,42118.41344230999,52.91
2023-02,2023,2,86,14271.945295947,7359.419788412,51.57
2023-02,2023,2,88,19602.958696372003,5069.8374483319985,25.86
2023-02,2023,2,91,14834.596779577998,10122.453211245002,68.24
2023-02,2023,2,94,8645.316126452999,6370.091485335999,73.68
2023-02,2023,2,95,22675.549150454,15200.175146374,67.03
2023-02,2023,2,97,3848.955407982,1771.5124062010002,46.03
2023-02,2023,2,99,7280.134614682,4808.1059535740005,66.04
2023-03,2023,3,5,3240693.354060569,1694475.4070430738,52.29
2023-03,2023,3,8,1289714.384294094,839765.7639582941,65.11
2023-03,2023,3,11,4060861.1178980498,1285583.21141484,31.66
2023-03,2023,3,13,975299.97028019,768465.7462599099,78.79
2023-03,2023,3,15,576319.814008761,358813.44079867005,62.26
2023-03,2023,3,17,438270.712484792,219813.05496253603,50.15
2023-03,2023,3,18,158964.881137047,127725.0326415,80.35
2023-03,2023,3,19,709768.250634349,570268.824002538,80.35
2023-03,2023,3,20,488038.096028227,350431.320996859,71.8
2023-03,2023,3,23,809100.9817047,653486.06183792,80.77
2023-03,2023,3,25,1517294.656757869,635290.4144222119,41.87
2023-03,2023,3,27,121333.3021008,88876.75634893999,73.25
2023-03,2023,3,41,438732.800724298,328445.11694009905,74.86
2023-03,2023,3,44,419116.07204338396,365478.861099234,87.2
2023-03,2023,3,47,628235.654484146,507790.14179965603,80.83
2023-03,2023,3,50,496723.29781986505,317925.98622095597,64.0
2023-03,2023,3,52,924310.5434053501,759827.7047863281,82.2
2023-03,2023,3,54,677775.4110316699,479107.4889162,70.69
2023-03,2023,3,63,217946.73994753702,106277.17055654999,48.76
2023-03,2023,3,66,420573.094493011,197481.551321132,46.96
2023-03,2023,3,68,1067540.5177704152,618718.987685565,57.96
2023-03,2023,3,70,348181.924269387,289163.277492702,83.05
2023-03,2023,3,73,538126.45399693,392473.61390457,72.93
2023-03,2023,3,76,2027839.0060467348,1167895.787448879,57.59
2023-03,2023,3,81,29725.889377041003,21924.827406647004,73.76
2023-03,2023,3,85,80754.72419933,42233.78907163,52.3
2023-03,2023,3,86,14953.444364117,5798.990437916001,38.78
2023-03,2023,3,88,19562.657072462,5787.486372025999,29.58
2023-03,2023,3,91,14001.581394937999,9719.463015803998,69.42
2023-03,2023,3,94,9200.17535551,6450.694826383001,70.11
2023-03,2023,3,95,23216.497637593,14495.868960848002,62.44
2023-03,2023,3,97,4245.656931641999,1365.7079471870002,32.17
2023-03,2023,3,99,7277.229253748,3762.248547061,51.7
2023-04,2023,4,5,3283848.02879595,1535310.34222737,46.75
2023-04,2023,4,8,1290995.4826410469,797845.78655812,61.8
2023-04,2023,4,11,3936677.37825531,1248801.7071255501,31.72
2023-04,2023,4,13,1010787.7831291799,756768.61922142,74.87
2023-04,2023,4,15,560647.641731163,335068.490586711,59.76
2023-04,2023,4,17,440199.985858866,226511.17928434,51.46
2023-04,2023,4,18,169408.923921852,133809.14947898,78.99
2023-04,2023,4,19,693843.40972848,516604.70382930303,74.46
2023-04,2023,4,20,450927.57932907296,327918.669415192,72.72
2023-04,2023,4,23,848821.1806588221,690819.904272308,81.39
2023-04,2023,4,25,1487947.548193637,601150.29244728,40.4
2023-04,2023,4,27,134532.363324793,108779.067874216,80.86
2023-04,2023,4,41,474490.44878909696,347218.489821356,73.18
2023-04,2023,4,44,379132.798539697,326851.751811108,86.21
2023-04,2023,4,47,585562.10085066,430983.32182724995,73.6
2023-04,2023,4,50,519662.317759236,310900.76378032507,59.83
2023-04,2023,4,52,904382.172134595,716707.742930243,79.25
2023-04,2023,4,54,650805.89487342,450748.53192468,69.26
2023-04,2023,4,63,231023.444040799,119944.484518435,51.92
2023-04,2023,4,66,451935.14710187,238792.618348838,52.84
2023-04,2023,4,68,1035784.843604934,594592.634143474,57.41
2023-04,2023,4,70,391630.662533827,331971.294986626,84.77
2023-04,2023,4,73,525380.41693475,356512.70948185003,67.86
2023-04,2023,4,76,2073787.475163851,1115138.511302457,53.77
2023-04,2023,4,81,31218.815917629996,21034.436663832,67.38
2023-04,2023,4,85,85376.15742911001,46599.635088170005,54.58
2023-04,2023,4,86,13925.629305220999,7639.83927688,54.86
2023-04,2023,4,88,20836.061705132,7329.3063208759995,35.18
2023-04,2023,4,91,14800.910755084002,8496.901857339,57.41
2023-04,2023,4,94,8691.764610797001,5799.5085774770005,66.72
2023-04,2023,4,95,22744.428477872,14779.260876022,64.98
2023-04,2023,4,97,4957.582060744099,2080.9686594501,41.98
2023-04,2023,4,99,7190.989461065999,3739.49853704,52.0
2023-05,2023,5,5,3121963.5113889556,1325179.92311053,42.45
2023-05,2023,5,8,1211019.284180771,735843.135605165,60.76
2023-05,2023,5,11,3957443.23632377,1251737.9879330301,31.63
2023-05,2023,5,13,1008442.1954841779,737562.291293948,73.14
2023-05,2023,5,15,596202.308452904,412208.50788652396,69.14
2023-05,2023,5,17,427374.339486748,215116.66223802502,50.33
2023-05,2023,5,18,162699.415997062,129330.66510753601,79.49
2023-05,2023,5,19,713969.487839035,593910.393290848,83.18
2023-05,2023,5,20,511707.55719157995,380651.88209449,74.39
2023-05,2023,5,23,790647.251746428,622870.2546477821,78.78
2023-05,2023,5,25,1589174.9421964958,620993.327578696,39.08
2023-05,2023,5,27,116856.61083448601,93957.559559055,80.4
2023-05,2023,5,41,454144.45140631695,335916.43552725,73.97
2023-05,2023,5,44,368091.10967846797,305504.309805396,83.0
2023-05,2023,5,47,609438.067000427,478947.69079576,78.59
2023-05,2023,5,50,506972.66270358,283704.39866827,55.96
2023-05,2023,5,52,874943.326808314,726356.1071373099,83.02
2023-05,2023,5,54,679726.5702118201,461911.37664466,67.96
2023-05,2023,5,63,209807.67380025203,110567.89164760799,52.7
2023-05,2023,5,66,418903.825224226,213758.582081149,51.03
2023-05,2023,5,68,1087154.005946031,640425.5817166709,58.91
2023-05,2023,5,70,372547.437285646,301493.787929878,80.93
2023-05,2023,5,73,579518.36765452,392462.71346075,67.72
2023-05,2023,5,76,2000218.806660315,1017645.7745834742,50.88
2023-05,2023,5,81,30191.732719006002,21470.894790237,71.12
2023-05,2023,5,85,75418.40969883,45234.28579788,59.98
2023-05,2023,5,86,14433.927185233,5541.7569181809995,38.39
2023-05,2023,5,88,20592.877593758996,6043.344293316999,29.35
2023-05,2023,5,91,14417.60208199,8738.528537293001,60.61
2023-05,2023,5,94,9306.195998994,5782.6054284,62.14
2023-05,2023,5,95,22892.184841359005,14857.477806444002,64.9
2023-05,2023,5,97,4426.017317309999,1649.839179577,37.28
2023-05,2023,5,99,6806.966268197,4523.989094135,66.46
2023-06,2023,6,5,3348402.295882526,1528601.044533081,45.65
2023-06,2023,6,8,1316027.619643892,761269.270067636,57.85
2023-06,2023,6,11,4125916.0799952997,1293919.09479192,31.36
2023-06,2023,6,13,980455.79963672,678008.0505849199,69.15
2023-06,2023,6,15,591328.949184112,371956.63741345506,62.9
2023-06,2023,6,17,447955.33373536594,213933.55984712497,47.76
2023-06,2023,6,18,168473.301443319,130377.349473053,77.39
2023-06,2023,6,19,653839.220173389,530174.675538646,81.09
2023-06,2023,6,20,499462.33607052395,353232.48652460705,70.72
2023-06,2023,6,23,794969.1162390261,631029.609997012,79.38
2023-06,2023,6,25,1515934.2142515578,693434.4752376031,45.74
2023-06,2023,6,27,104277.62342547899,82276.542931706,78.9
2023-06,2023,6,41,454086.007182248,323783.94898307,71.3
2023-06,2023,6,44,352742.19927125203,294442.881852397,83.47
2023-06,2023,6,47,621927.235543495,467730.427603136,75.21
2023-06,2023,6,50,474251.48414854,304718.033186751,64.25
2023-06,2023,6,52,935628.936615831,770023.127008306,82.3
2023-06,2023,6,54,684174.76083283,501721.80929345,73.33
2023-06,2023,6,63,219380.088320011,113520.211066873,51.75
2023-06,2023,6,66,433763.99055613694,205771.058992448,47.44
2023-06,2023,6,68,1088775.694818968,627589.2567425941,57.64
2023-06,2023,6,70,373342.992604594,305916.821470545,81.94
2023-06,2023,6,73,506498.51890826994,324748.08745572,64.12
2023-06,2023,6,76,2154568.3009255566,1124648.90910949,52.2
2023-06,2023,6,81,31370.592186744005,18890.218039924002,60.22
2023-06,2023,6,85,82789.59470198999,43618.257789229996,52.69
2023-06,2023,6,86,13735.797942341002,9127.087583779,66.45
2023-06,2023,6,88,19491.191879548,6538.239781446,33.54
2023-06,2023,6,91,14766.694736867,8048.423370584001,54.5
2023-06,2023,6,94,9278.334616533,6943.227924527,74.83
2023-06,2023,6,95,22109.546111206,15653.334349294,70.8
2023-06,2023,6,97,5264.276674371,2315.512021684,43.99
2023-06,2023,6,99,7267.6893546579995,4753.957458713,65.41
2023-07,2023,7,5,3358570.7046679268,1482502.6361495699,44.14
2023-07,2023,7,8,1249806.322467252,774265.8293963671,61.95
2023-07,2023,7,11,4178244.2154968996,1308280.8902096301,31.31
2023-07,2023,7,13,996940.8021526979,758633.231887928,76.1
2023-07,2023,7,15,535809.913802278,333390.524975145,62.22
2023-07,2023,7,17,446270.30297690403,219899.741581342,49.28
2023-07,2023,7,18,172419.346723361,137850.60006941902,79.95
2023-07,2023,7,19,648112.530110015,489424.9087020401,75.52
2023-07,2023,7,20,504100.28074170405,403222.312083664,79.99
2023-07,2023,7,23,808951.845177282,629887.3837894541,77.86
2023-07,2023,7,25,1585681.5022614528,711359.452246129,44.86
2023-07,2023,7,27,122665.29385295502,94103.336931322,76.72
2023-07,2023,7,41,475918.1432483861,365688.398236726,76.84
2023-07,2023,7,44,336103.26405008405,260552.32276097898,77.52
2023-07,2023,7,47,624516.79806914,448287.85957828,71.78
2023-07,2023,7,50,521898.87781185994,339452.45729139,65.04
2023-07,2023,7,52,930586.3282988849,804240.133658806,86.42
2023-07,2023,7,54,689983.45337536,508436.42749280005,73.69
2023-07,2023,7,63,216410.608847639,120727.004730256,55.79
2023-07,2023,7,66,441080.381842452,214735.632734755,48.68
2023-07,2023,7,68,1105021.7273591398,603675.8845690021,54.63
2023-07,2023,7,70,383046.600083941,329305.341157799,85.97
2023-07,2023,7,73,535772.43866995,368909.72078455996,68.86
2023-07,2023,7,76,2101125.117155405,1063878.788593396,50.63
2023-07,2023,7,81,35251.904525472004,26202.464072304,74.33
2023-07,2023,7,85,84998.36860734,46864.393227110006,55.14
2023-07,2023,7,86,13471.067177202998,7237.129307894999,53.72
2023-07,2023,7,88,19593.374774973,5488.1982625830005,28.01
2023-07,2023,7,91,14240.072884318999,7282.446023973,51.14
2023-07,2023,7,94,8690.893342257,6101.615867521,70.21
2023-07,2023,7,95,23078.178797451998,15083.273183797,65.36
2023-07,2023,7,97,5372.793935172,2368.859576208,44.09
2023-07,2023,7,99,8059.804069897,4927.099004240001,61.13
2023-08,2023,8,5,3303647.763671906,1648230.4999810779,49.89
2023-08,2023,8,8,1314684.001109283,808580.801128536,61.5
2023-08,2023,8,11,4117852.24988798,1269228.09937134,30.82
2023-08,2023,8,13,1082809.5767628402,816151.27930501,75.37
2023-08,2023,8,15,564380.3866812111,403454.172232609,71.49
2023-08,2023,8,17,467130.28780616703,254972.36833094398,54.58
2023-08,2023,8,18,153382.85651473,117131.36967710499,76.37
2023-08,2023,8,19,670379.2619795441,511100.19780912105,76.24
2023-08,2023,8,20,491099.3866408,354081.46163753,72.1
2023-08,2023,8,23,813443.470752279,634180.874071265,77.96
2023-08,2023,8,25,1601415.621599539,658194.784210122,41.1
2023-08,2023,8,27,136425.693521497,95522.142448728,70.02
2023-08,2023,8,41,466031.851544573,355681.77047898696,76.32
2023-08,2023,8,44,311779.826591682,248656.884279237,79.75
2023-08,2023,8,47,621610.6562253099,491367.88100181,79.05
2023-08,2023,8,50,474477.40213522,281139.74143778,59.25
2023-08,2023,8,52,934358.2898682649,782156.404948917,83.71
2023-08,2023,8,54,691662.69842631,498515.99332547997,72.08
2023-08,2023,8,63,236455.257599897,133735.49990154098,56.56
2023-08,2023,8,66,423058.06961932697,205780.038509182,48.64
2023-08,2023,8,68,1020587.2086773401,571672.2047530601,56.01
2023-08,2023,8,70,399424.886571944,329338.899375984,82.45
2023-08,2023,8,73,573526.09844278,375422.67178822996,65.46
