uri,nombre,definicion,tipo_habilidad,nivel_reutilizacion
http://data.europa.eu/esco/skill/3c7d58c9-125e-4d8d-9102-b8022c54d0b5,operar equipos de comunicación marítima,Operar y mantener dispositivos de comunicación marítima; realizar inspecciones periódicas de los equipos de comunicación.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/3cc1ee94-ab2c-4f35-8171-3cf4b5b664e4,composición digital,El proceso y el software para montar digitalmente múltiples imágenes para obtener una única imagen final.,knowledge,cross-sector
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,"Técnicas y principios de desarrollo de software, como análisis, algoritmos, codificación, pruebas y compilación de paradigmas de programación en JavaScript.",knowledge,sector-specific
http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b,sistemas de ayuda para la toma de decisiones,Los sistemas de TIC que pueden utilizarse para respaldar decisiones empresariales u organizativas.,knowledge,sector-specific
http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,"El programa informático IBM DB2 es una herramienta para crear, actualizar y gestionar bases de datos, desarrollada por la empresa IBM.",knowledge,sector-specific
http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425,optimizar la selección de soluciones TIC,"Seleccionar las soluciones adecuadas en el ámbito de las TIC, teniendo en cuenta al mismo tiempo los riesgos potenciales, los beneficios y el impacto global.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,"El programa informático Access es una herramienta para crear, actualizar y gestionar bases de datos, desarrollada por la empresa de software Microsoft.",knowledge,sector-specific
http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1,archivar documentos,"Crear un sistema de archivo. Redactar un catálogo de documentos. Etiquetar documentos, etc.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3d957fb2-b8f4-4b4c-b955-23299c761ad5,diseñar cursos web,"Crear cursos de formación y capacitación basados en la web mediante herramientas dinámicas y estáticas en línea para ofrecer unos resultados de aprendizaje a los asistentes al curso. Entre las herramientas web utilizadas pueden incluirse las transmisiones de video y audio, las transmisiones en directo por Internet, los portales de información, las salas de chat y los tablones de anuncios.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3dc6fd8e-6ff7-432e-a262-04d487858efb,montar componentes de equipos informáticos,"Montar los componentes de equipos informáticos necesarios, como el panel posterior, la unidad central de procesamiento (UCP), el disco duro, la unidad de disco, la unidad de alimentación, la RAM, la tarjeta PCI, el ratón, el teclado, las cámaras y cualquier otro componente que se requiera para construir el dispositivo informático. Fijar los componentes de forma manual utilizando destornilladores o máquinas de montaje e instalar el cableado.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,normas de accesibilidad de las TIC,"Las recomendaciones para que los contenidos y las aplicaciones de TIC sean más accesibles a una gama más amplia de personas, en su mayoría con discapacidad, como ceguera y visión reducida, sordera y pérdida de audición y limitaciones cognitivas. Incluye normas como las Pautas de Accesibilidad de Contenido Web (WCAG).",knowledge,sector-specific
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,reducir la dimensionalidad,"Reducir el número de variables o características de un conjunto de datos en algoritmos de aprendizaje automático a través de métodos como el análisis de los principales componentes, la factorización de matrices, métodos de autocodificación y otros.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3e7516dc-0f7c-4686-8b2f-fade4e5d21be,texturizado en 3D,El proceso de aplicación de un tipo de superficie a una imagen 3D.,knowledge,sector-specific
http://data.europa.eu/esco/skill/3e75d405-c3d1-4a66-9963-05a9397d68fb,métodos de prueba de las placas de circuitos impresos,"Los métodos de prueba de las placas de circuitos impresos (PCB) son los procesos en los que se prueban los componentes o sistemas PCB, como la prueba en circuito (ICT), la prueba del grupo de acción conjunta (JTAG) y la inspección óptica automatizada (AOI).",knowledge,cross-sector
http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,almacén de datos,El sistema de almacenamiento de datos que analiza e informa sobre datos como un data mart.,knowledge,occupation-specific
http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,El lenguaje informático XQuery es un lenguaje de consulta para la extracción de información de una base de datos y de documentos que contienen la información necesaria. Lo desarrolla el organismo internacional de normalización World Wide Web Consortium.,knowledge,sector-specific
http://data.europa.eu/esco/skill/3fb8b724-1d52-4d11-b8b8-1776f558d1f0,diseñar la distribución del hardware de las TIC,Describir y planificar la colocación de cables y material de hardware relacionado en todo el edificio.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,normas de seguridad de las TIC,"Mejores prácticas y directrices establecidas para proteger los sistemas y los datos de las tecnologías de la información y la comunicación (TIC). Las normas, como es el caso de la serie ISO 27000, proporcionan un marco para la aplicación de controles de seguridad eficaces, como el control de acceso, la evaluación de riesgos y la gestión de incidentes, así como para garantizar el cumplimiento por parte de una organización.",knowledge,sector-specific
http://data.europa.eu/esco/skill/40001d93-8937-4859-89d5-2dca53290ff4,"utilizar tecnologías digitales para compartir datos, información y contenido digitales","Compartir datos, información y contenidos digitales con otras personas a través de las tecnologías digitales adecuadas. Actuar como intermediario, conocer las referencias y las prácticas de atribución.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,"Las técnicas y principios de desarrollo de software, como análisis, algoritmos, codificación, pruebas y compilación de paradigmas de programación en Perl.",knowledge,sector-specific
http://data.europa.eu/esco/skill/406117ad-e035-483f-bbd3-9f6c2d95e535,prestar ayuda en línea,Proporcionar información de apoyo a los usuarios a través de un sistema de TIC para ofrecer ayuda o presentar información actualizada sobre una amplia gama de temas o para un asunto o producto específico.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/40802f0d-d400-404c-bc26-f9ba4eb6195a,probar el funcionamiento del sistema de tierra,Desarrollar estrategias de prueba para productos complejos de software y hardware; incluya la resolución de problemas y el soporte del sistema; calcule el rendimiento del sistema.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/4095c6dd-3b00-44d1-9308-878e08737e92,elaborar materiales de promoción,"Diseñar contenido atractivo, como publicaciones de blog, mensajes o campañas en redes sociales para influir en las decisiones políticas, económicas o sociales.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/40c815cd-30a2-42e5-a549-bf9017cb6df3,distribuir señales de control,"Distribuir señales de control entre tableros de luces, atenuadores y otros equipos de iluminación. Los sistemas de control pueden ser DMX o estar basados en la red.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/417d5c34-3261-4e88-a860-d0ac725965bf,recabar información de geolocalización en tiempo real,"Utilizar herramientas, técnicas y procedimientos para explotar un objetivo a distancia y tener acceso a él de forma persistente. Facilitar información de geolocalización viable en tiempo real utilizando infraestructuras de objetivos. 
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/417eb6b1-9e5b-4b3a-bfd0-85132c9f648d,utilizar cámaras de inspección de tuberías,Manipular cámaras de vídeo móviles que inspeccionan visualmente los sistemas de alcantarillado y tuberías. Esta cámara está conectada mediante un cable largo entrelazado en un cabrestante. Analizar las imágenes para ver si se necesita alguna reparación o mantenimiento.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,proporcionar formación en sistemas TIC,"Planificar y proporcionar formación al personal sobre problemas relacionados con los sistemas y las redes. Utilizar material de formación, evaluar e informar sobre el progreso del aprendizaje de los trabajadores en prácticas.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/41be77d3-d683-4221-a0e4-fff732212402,controlar la calidad de las emisiones de radiodifusión,"Realizar un seguimiento de la solidez, la claridad y la fiabilidad de las señales entrantes y salientes para ajustar los equipos según sea necesario para mantener la calidad de la emisión de radiodifusión.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,software para procesos industriales,"La selección del software que ayuda a estimar, gestionar y programar procesos industriales tales como el diseño, el flujo de trabajo y la mejora de la producción.",knowledge,cross-sector
http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76,analizar los casos de uso de la cadena de bloques,"Analizar los casos de uso de la cadena de bloques en diversos sectores con respecto a sus necesidades en términos de tecnología y arquitectura de cadena de bloques. En particular, casos clave de uso de la cadena de bloques en las empresas, las finanzas y la banca, como los pagos internacionales, las transacciones entre pares, los mercados de capitales, la financiación comercial o la financiación y auditoría reglamentarias.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,efectuar la extracción de datos,"Explorar grandes conjuntos de datos para revelar patrones con el empleo de estadísticas, sistemas de bases de datos o inteligencia artificial y presentar la información de manera comprensible.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,"El programa informático Pentaho Data Integration es una herramienta para la integración de información procedente de aplicaciones múltiples, creada y mantenida por organizaciones, en una estructura de datos coherente y transparente, desarrollada por la empresa informática Pentaho.",knowledge,sector-specific
http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,tecnologías emergentes,"Las tendencias recientes, la evolución y las innovaciones en tecnologías modernas como la biotecnología, la inteligencia artificial y la robótica.",knowledge,cross-sector
http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,Smalltalk (programación informática),"Técnicas y principios de desarrollo de software, como análisis, algoritmos, codificación, pruebas y compilación de paradigmas de programación en Smalltalk.",knowledge,sector-specific
http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,detectar necesidades tecnológicas,"Evaluar las necesidades e identificar herramientas digitales y posibles respuestas tecnológicas para solventarlas. Ajustar y adecuar los entornos digitales a las necesidades personales (p. ej., accesibilidad).
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,"Técnicas y principios de desarrollo de software, como el análisis, los algoritmos, la codificación, los ensayos y la compilación de paradigmas de programación en el PHP.",knowledge,sector-specific
http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,anomalías del software,"Las desviaciones de lo que es normal y los acontecimientos excepcionales durante el funcionamiento del sistema de software, y la identificación de incidentes que puedan alterar el flujo y el proceso de ejecución del sistema.",knowledge,sector-specific
http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,base de datos,"La clasificación de bases de datos, que incluye su finalidad, características, terminología, modelos y uso, como bases de datos XML, bases de datos orientadas al documento y bases de texto completo.",knowledge,cross-sector
http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,técnicas de marketing digital,"Las técnicas de marketing utilizadas en la red para llegar a los actores principales, los clientes y los consumidores e interactuar con ellos.",knowledge,sector-specific
http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,"El programa informático OpenEdge Database es una herramienta para crear, actualizar y gestionar bases de datos, desarrollada por la empresa informática Progress Software Corporation.",knowledge,sector-specific
http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,responder a incidentes en la nube,"Resolver problemas relacionados con la nube y determinar cómo restablecer el funcionamiento. Diseñar y automatizar estrategias de recuperación en caso de desastre y evaluar su implantación para puntos de fallo.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/440d7494-3d79-4e1f-83ba-b346e116b471,manejar equipo de vídeo,Utilizar varios tipos de equipos de video.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/440f64e5-e66c-45ee-bc29-53c14a2ad720,utilizar sistemas de información geográfica,"Trabajar con sistemas de datos informáticos, como los sistemas de información geográfica (SIG).",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,utilizar bases de datos,"Utilizar herramientas de software para gestionar y organizar datos en un entorno estructurado que consta de atributos, tablas y relaciones para consultar y modificar los datos almacenados.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/446d29ed-9eaa-4798-bb91-5f196651ad0a,crear software de evaluación de juegos,"Desarrollar software para poner a prueba y evaluar juegos de azar, de apuestas y de lotería en línea y presenciales.
	",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/44847349-e7ff-4bdb-82b9-6a18140efcaf,reconocer ámbitos de aplicación de la cadena de bloques,"Reconocer las oportunidades para la introducción de soluciones basadas en la cadena de bloques en diversos ámbitos de aplicación (por ejemplo, cadenas de suministro, sistemas producto-servicio, finanzas, etc.), así como su potencial transformador en el ámbito de aplicación de que se trate en cuanto a capacidades de las personas, funciones que deben desempeñar y procesos a los que contribuyen estas funciones. Determinar el valor añadido que aportarían las soluciones basadas en la cadena de bloques en comparación con las soluciones tradicionales.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/449d119b-2d66-43a9-9230-7d27f16afbb6,Xcode,"El programa informático Xcode es una serie de herramientas de desarrollo de software para escribir programas, como compilador, depurador, editor de códigos, destacado de códigos, empaquetado en una interfaz unificada de usuario. Lo desarrolla la empresa de software Apple.",knowledge,sector-specific
http://data.europa.eu/esco/skill/44a117a9-4443-43a4-b037-23c716af671e,tendencias en el sector de los videojuegos,Últimos avances en la industria de los videojuegos.,knowledge,cross-sector
http://data.europa.eu/esco/skill/44b1a100-7240-4943-9133-d8c6d1f0b50a,operar programas de estiba,"Operar los programas de estiba utilizados para controlar la estabilidad de los buques, las operaciones de carga y los procesos de planificación de carga. Interpretar interfaces gráficas, datos de estiba y variables de escenarios.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4503c65f-2bd0-4aa5-91cd-4188c7e5e31b,supercomputación,"Proceso de abordar problemas complejos relacionados con datos a través de múltiples ordenadores que funcionan en paralelo (es decir, un superordenador). Se utiliza en varios campos, como la mecánica cuántica, el modelado molecular, la aerodinámica y la investigación sobre la fusión nuclear.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/455a7133-cf0f-4c74-a91f-fd35c0d25b79,instalar máquinas mecatrónicas,Instalar equipos utilizados para la automatización de una máquina o un dispositivo específico.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,identificadores descentralizados,"Conocimiento de los identificadores descentralizados (DID). Los DID permiten una identidad digital verificable y descentralizada relacionada con diversos temas determinados por los responsables del tratamiento de estos identificadores descentralizados (por ejemplo, una organización, una persona física, un modelo de datos o una entidad abstracta).
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,utilizar herramientas tecnológicas en criminalística,Operar las herramientas especializadas utilizadas en las investigaciones forenses.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,reconocimiento de imagen,"Proceso diseñado para detectar y determinar una característica u objeto en una imagen o vídeo. Este proceso se utiliza en el diagnóstico por imagen, la vigilancia de la seguridad o la detección de defectos, entre otros campos. Técnica clave para una gran variedad de aplicaciones, como la conducción automatizada, la clasificación de imágenes o la inspección visual.
	",knowledge,cross-sector
http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,evaluar la interacción de los usuarios con las aplicaciones TIC,"Evaluar la forma en que los usuarios interactúan con las aplicaciones TIC a fin de analizar su comportamiento, extraer conclusiones (por ejemplo, sobre sus motivos, expectativas y objetivos) y mejorar las funcionalidades de las aplicaciones.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,sistema de middleware interorganizativo,"Infraestructura de software que actúa como capa intermedia entre las aplicaciones para permitir el intercambio de datos, la interoperabilidad y la comunicación. Su objetivo es proporcionar protocolos y servicios normalizados entre organizaciones para promover su interacción.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrar datos de las TIC,Combinar datos procedentes de varias fuentes para ofrecer una visión unificada del conjunto de estos datos.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/4720fc66-0202-4a4b-bbe8-129d908e5a15,evitar problemas técnicos con sistemas de integración de medios de comunicación,"Adaptar el uso de equipos y software de integración de medios de comunicación para evitar cambios no deseados en la imagen y el diseño generales, salvaguardando la calidad general de la producción de artes escénicas y eventos. Esta actividad incluye cuestiones tanto físicas como digitales, como la latencia, la interferencia y la carga del procesador.
   ",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,diseñar un sistema de visión computerizada,"Aplicar y combinar diferentes herramientas y métodos de visión computerizada, como la adquisición de imágenes, el tratamiento de imágenes, la segmentación y clasificación de imágenes, la detección, etc., en un solo sistema para permitir que los ordenadores puedan extraer información de imágenes digitales como fotografías o vídeos.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/479944ef-8d2c-4279-b3d1-2b85c761fb30,gestionar un sistema de información de radiología,"Desarrollar y mantener una base de datos para almacenar, gestionar y distribuir imágenes y datos radiológicos.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/47a2917b-a771-4687-90fc-5562523cf4a6,utilizar técnicas de visualización de resultados en 3D,"Visualizar el entorno resultante utilizando aplicaciones y software de previsualización en 3D. Crear una prueba de concepto para el diseño técnico utilizando imágenes generadas por ordenador en 3D, maquetas o modelos a escala.
   ",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analizar inteligencia de datos,"Recopilar y evaluar datos numéricos en grandes cantidades, especialmente con el propósito de identificar patrones entre los datos.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (programación informática),"Las técnicas y principios de desarrollo de software, como análisis, algoritmos, codificación, pruebas y compilación de modelos de programación en Assembly.",knowledge,sector-specific
http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,mejores prácticas de sistemas de copias de seguridad,"Los procedimientos relativos a la preparación para la recuperación o la continuación de la infraestructura tecnológica, vitales para una organización.",knowledge,cross-sector
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,modelo de desarrollo en espiral,El modelo de desarrollo en espiral es una metodología para diseñar sistemas y aplicaciones de software.,knowledge,sector-specific
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analizar la información de bases de datos de oleoductos,"Recuperar y analizar los diferentes tipos de información extraída de las bases de datos de compañías de oleoductos. Analizar información como riesgos, KPI de gestión de proyectos (indicadores clave de rendimiento), tiempos de transporte de mercancías y procesos de respaldo de documentos.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,bibliotecas de componentes de software,"Los paquetes de software, los módulos, los servicios web y los recursos que abarcan un conjunto de funciones relacionadas y las bases de datos en las que pueden encontrarse estos componentes reutilizables.",knowledge,sector-specific
http://data.europa.eu/esco/skill/487fd260-be20-4980-a8e4-b819f0b549f1,añadir componentes informáticos,Realizar pequeños ajustes en diversos ordenadores mediante la adición de componentes.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/489b2571-ce18-4944-b452-ed1f54e55b68,Schoology,"El programa informático Schoology es una plataforma de aprendizaje electrónico para crear, gestionar, organizar, informar y ofrecer cursos o programas de formación en línea.",knowledge,sector-specific
http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,ingeniería de datos,"Proceso de desarrollo y construcción de sistemas para recoger y analizar datos a gran escala.
	",knowledge,cross-sector
http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,establecer un sistema de gestión de la seguridad de la información,"Diseñar, aplicar, supervisar y revisar un sistema de gestión de la seguridad de la información (SGSI) que preserve la confidencialidad, integridad y disponibilidad de la información mediante la aplicación de un proceso de gestión de riesgos, y que dé confianza a las partes interesadas en una gestión adecuada de tales riesgos relacionados con la ciberseguridad.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/49320ec7-65f9-4f90-bed2-2d41784f1836,reunir datos de un sistema de información geográfica,Recopilar y organizar datos de un sistema de información geográfica (SIG) procedentes de fuentes como bases de datos y mapas.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,"El programa informático ObjectStore es una herramienta para crear, actualizar y gestionar bases de datos, desarrollada por la empresa de software Object Design, Incorporated.",knowledge,sector-specific
http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,lenguajes de programación de contratos inteligentes,"Lenguajes esenciales de programación de contratos inteligentes, en particular Solidity, Rust, JavaScript, Vyper y Yul.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (herramientas para la gestión de la configuración del software),"La herramienta Chef es un programa de software que lleva a cabo la identificación, el control y la automatización de la configuración de la infraestructura con el fin de facilitar el despliegue de las aplicaciones.",knowledge,sector-specific
http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20,equipos electrónicos y de telecomunicaciones,"La oferta de equipos y productos electrónicos y de telecomunicaciones, sus funcionalidades, propiedades y requisitos legales y reglamentarios.",knowledge,sector-specific
http://data.europa.eu/esco/skill/4a2a63e6-5c62-43a0-a375-fdf4c2805270,adaptar software al tipo de máquina,Adaptar y personalizar software a la máquina o aplicación específica.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (software de edición de gráficos),El programa informático GIIMP es una herramienta gráfica de TIC que permite la edición digital y la composición de gráficos con el fin de generar tanto gráficos 2D tanto rasterizados como vectoriales. Lo desarrolla el Equipo de Desarrollo del GIMP.,knowledge,sector-specific
http://data.europa.eu/esco/skill/4b244020-5f28-4e20-b74f-1c2dcb6f15cb,aplicar técnicas de autoedición,Aplicar técnicas y software de autoedición para crear diseños de páginas y texto de calidad tipográfica.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/4b3ae518-6746-4487-8d3b-4cfc063a43d0,utilizar herramientas de simulación de negocios,"Emplear programas informáticos para realizar simulaciones que mejoren las habilidades empresariales, como la perspicacia en los negocios, el análisis financiero y de mercado y la toma de decisiones.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,componentes del hardware,"Los componentes esenciales que componen un sistema de hardware, como las pantallas de cristal líquido (LCD), los sensores de cámara, los microprocesadores, las memorias, los módems, las baterías y sus interconexiones.",knowledge,cross-sector
http://data.europa.eu/esco/skill/4b88b1ee-c2d9-473a-9fe8-ba3b9c0c179a,aplicar convenios de codificación de las TIC,"Aplicar directrices para las técnicas de programación de las TIC, como convenciones, patrones de diseño de códigos y prácticas para alcanzar mayor seguridad, fiabilidad, mejor legibilidad y mantenimiento del producto.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4bd3cd7d-b061-4cc2-ba8d-3262065ebbf0,preparar el equipo de sonido del escenario,"Poner en marcha, instalar, conectar, probar y sintonizar equipos de audio en el escenario.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4bf59dde-8a03-483f-976a-45764f1e6d6f,motores de búsqueda,Métodos y técnicas de navegación en motores de búsqueda para encontrar rápidamente información.,knowledge,sector-specific
http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,"Las técnicas y principios de desarrollo de software, como análisis, algoritmos, codificación, pruebas y compilación de paradigmas de programación en C#.",knowledge,sector-specific
http://data.europa.eu/esco/skill/4cb58ef4-67a9-4bea-a743-2c83ebd60e79,ocuparse de fresadoras de control numérico,"Operar una fresadora de control numérico diseñada para el corte de procesos de fabricación en metal, madera, materiales plásticos y otros, supervisarla y operarla, con arreglo a la normativa.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4cdbc76c-75d8-4e12-8653-4820c2d5446f,procedimientos de prueba de microsistemas,"Los métodos de prueba de la calidad, la precisión y el rendimiento de microsistemas y sistemas electromecánicos (MEMS) y sus materiales y componentes antes, durante y después de la construcción de los sistemas, como las pruebas paramétricas y las pruebas burn-in.",knowledge,sector-specific
http://data.europa.eu/esco/skill/4ce06d6b-f3df-40b6-b950-570be5008032,analizar datos escaneados del cuerpo,"Analizar datos escaneados en 3D para el desarrollo de prototipos, de avatares, para la creación de tablas de tallas, la modificación, alteración y manipulación de patrones de prendas, y para realizar pruebas de ajuste.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,gestionar arquitecturas de datos informáticos,"Supervisar las normas y utilizar técnicas de TIC para definir la arquitectura de los sistemas de información y controlar la recopilación, el almacenamiento, la consolidación, la configuración y el uso de datos en una organización.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4d97e3c3-f335-47cc-a4ee-0d779fd42222,"gestionar datos, información y contenido digitales","Organizar, almacenar y recuperar datos, información y contenido en entornos digitales. Organizarlos y tratarlos en un entorno estructurado.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,"El programa informático MySQL es una herramienta para crear, actualizar y gestionar bases de datos, actualmente desarrollada por la empresa de software Oracle.",knowledge,sector-specific
http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,diseñar redes en la nube,"Aplicar conceptos de trabajo en red en la nube y poner en marcha servicios de conectividad en la nube. Teniendo en cuenta los requisitos de los consumidores, definir estructuras de red en la nube y proponer diseños optimizados tomando como base la evaluación de una aplicación ya existente. Evaluar y optimizar las asignaciones de costes para un diseño de red concreto, sus recursos en la nube y el flujo de los datos de aplicación.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4dc5042a-b2b4-4ad5-a39b-3558b073cec7,utilizar equipos especializados,"Utilizar equipos especializados como microscopios electrónicos, telemetría, análisis de imágenes digitales, sistemas de posicionamiento global y modelización por ordenador en estudios y análisis de la metodología de producción.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,RDF store o TripleStore es una base de datos utilizada para el almacenamiento y la recuperación de triples de Marco de descripción de recursos (entidades sujeto-predicado-datos del objeto) a la que se puede acceder mediante consultas semánticas.,knowledge,sector-specific
http://data.europa.eu/esco/skill/4ed46658-cc30-4d37-9301-47dd354c92a2,diseñar solución de errores,Crear y administrar un sistema de respaldo o solución de emergencia que se dispare automáticamente y se active en caso de fallo del sistema o de la aplicación principal.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f,evaluar arquitecturas de cadena de bloques,"Evaluar las arquitecturas de cadena de bloques con respecto a su idoneidad para aplicaciones específicas, dada la importancia y las prioridades concretas de las propiedades arquitectónicas para estas aplicaciones.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,enlace troncal de telecomunicaciones,El modo de proporcionar acceso a la red a muchos clientes manteniendo al mismo tiempo un número menor de componentes de conexión agrupando y compartiendo circuitos y frecuencias de conexión.,knowledge,sector-specific
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,"gestionar datos localizables, accesibles, interoperables y reutilizables","Producir, describir, almacenar, conservar y (re)utilizar datos científicos partiendo de los principios de localización, accesibilidad, interoperabilidad y reutilización, haciendo que los datos sean lo más abiertos posible y todo lo cerrados que sea necesario.
	",skill/competence,cross-sector
