rama_ciiu,empleo,periodo,ano,mes,salario_promedio
17,20141.523596384,2023-02,2023,2,1905982.0
18,57694.000707221,2023-02,2023,2,2808386.0
19,1658.51034522,2023-02,2023,2,3567954.0
20,84749.113239497,2023-02,2023,2,2313096.0
21,54138.867201645,2023-02,2023,2,2309022.0
22,75627.39545189,2023-02,2023,2,1790397.0
23,82728.850399312,2023-02,2023,2,1671987.0
24,13902.055909574,2023-02,2023,2,1329734.0
25,193406.162955749,2023-02,2023,2,1389581.0
26,15166.636804882,2023-02,2023,2,6269676.0
27,28311.022703513,2023-02,2023,2,1983668.0
28,10812.83215971,2023-02,2023,2,5198205.0
29,12479.603454483,2023-02,2023,2,1359273.0
30,7407.08949272,2023-02,2023,2,1356452.0
31,151433.083102495,2023-02,2023,2,1132023.0
32,99634.213343269,2023-02,2023,2,1093568.0
33,55375.574490747,2023-02,2023,2,3999186.0
35,64296.203260026,2023-02,2023,2,2424534.0
36,82102.431301335,2023-02,2023,2,2373670.0
37,3871.8550597,2023-02,2023,2,1000000.0
38,168888.532394314,2023-02,2023,2,746343.0
39,977.63960117,2023-02,2023,2,1584830.0
41,980474.888877407,2023-02,2023,2,1114176.0
42,187523.397270123,2023-02,2023,2,1695255.0
43,356681.881675568,2023-02,2023,2,1355774.0
45,597590.426240435,2023-02,2023,2,1339899.0
46,489398.297380315,2023-02,2023,2,2294183.0
47,3044400.413103999,2023-02,2023,2,1142781.0
49,1213366.81237714,2023-02,2023,2,1179922.0
50,17473.083611511,2023-02,2023,2,1364940.0
51,11827.380953947,2023-02,2023,2,5645580.0
52,246581.559734597,2023-02,2023,2,1075996.0
53,193575.48241395399,2023-02,2023,2,1581812.0
55,149647.669655725,2023-02,2023,2,1268872.0
56,1466954.794120882,2023-02,2023,2,878859.0
58,35999.168075024,2023-02,2023,2,3430636.0
59,9550.726890208,2023-02,2023,2,2675075.0
60,30983.329617554,2023-02,2023,2,4352743.0
61,151415.9116156,2023-02,2023,2,1789490.0
62,115053.117568642,2023-02,2023,2,4732938.0
63,12828.625667614999,2023-02,2023,2,2154424.0
64,255781.359944739,2023-02,2023,2,3138765.0
65,137494.408141151,2023-02,2023,2,3296758.0
66,10287.927800312,2023-02,2023,2,1744688.0
68,246154.206409918,2023-02,2023,2,1524476.0
69,164654.402185976,2023-02,2023,2,2557918.0
70,101201.944625922,2023-02,2023,2,3017171.0
71,148385.563717611,2023-02,2023,2,3430742.0
72,10547.586209678,2023-02,2023,2,3435205.0
73,120265.727488554,2023-02,2023,2,2874742.0
74,97252.295344205,2023-02,2023,2,2267096.0
75,23865.584781474,2023-02,2023,2,1165515.0
77,30734.280228709,2023-02,2023,2,1023377.0
78,40840.40836571,2023-02,2023,2,2601617.0
79,36270.629195167,2023-02,2023,2,2248836.0
80,170435.728333804,2023-02,2023,2,1494941.0
81,557663.514120385,2023-02,2023,2,585688.0
82,253994.736851577,2023-02,2023,2,1820573.0
84,662727.146043901,2023-02,2023,2,3482917.0
85,893549.693027336,2023-02,2023,2,3153380.0
86,841888.05892837,2023-02,2023,2,2665626.0
87,31282.819527478,2023-02,2023,2,1234670.0
88,116382.553499683,2023-02,2023,2,1129813.0
90,47959.582158651,2023-02,2023,2,1350040.0
91,7756.55430666,2023-02,2023,2,1389915.0
92,91856.52432148201,2023-02,2023,2,1583949.0
93,89454.522248173,2023-02,2023,2,1568560.0
94,169636.055381597,2023-02,2023,2,2492432.0
95,208779.995250027,2023-02,2023,2,739940.0
96,562676.596358437,2023-02,2023,2,763332.0
97,659429.556880942,2023-02,2023,2,783416.0
99,25653.237468623,2023-02,2023,2,7155893.0
0,4855.31966408,2023-03,2023,3,2229651.0
1,3343093.436357239,2023-03,2023,3,803291.0
2,33271.837572551,2023-03,2023,3,586067.0
3,135192.15673028099,2023-03,2023,3,610066.0
5,41462.807062765,2023-03,2023,3,3016738.0
6,47131.386312358,2023-03,2023,3,4712843.0
7,63268.477129429,2023-03,2023,3,1094519.0
8,27840.602039456,2023-03,2023,3,1661304.0
9,10147.736726228,2023-03,2023,3,4217015.0
10,615719.405029917,2023-03,2023,3,1362416.0
11,75579.85321683901,2023-03,2023,3,2576799.0
12,4729.54677368,2023-03,2023,3,354617.0
13,72400.385409488,2023-03,2023,3,1854006.0
14,323031.023365289,2023-03,2023,3,1195490.0
15,254772.350855319,2023-03,2023,3,761029.0
16,77149.789340741,2023-03,2023,3,899876.0
17,30740.828846332,2023-03,2023,3,2177594.0
18,24934.956330634,2023-03,2023,3,1368811.0
19,4263.3561870799995,2023-03,2023,3,1428670.0
20,85526.21512495,2023-03,2023,3,1899189.0
21,64501.527875661,2023-03,2023,3,3779781.0
22,76347.568734031,2023-03,2023,3,1805950.0
23,93577.805372749,2023-03,2023,3,1374953.0
24,17549.792149745,2023-03,2023,3,1528881.0
25,167083.023819834,2023-03,2023,3,1382515.0
26,4534.05598677,2023-03,2023,3,2206243.0
27,29046.817317479,2023-03,2023,3,2516320.0
28,23232.87168802,2023-03,2023,3,2082977.0
29,18546.19306448,2023-03,2023,3,2464192.0
30,5891.885697089,2023-03,2023,3,1413823.0
31,203742.46077718,2023-03,2023,3,1301549.0
32,83740.655050687,2023-03,2023,3,1709971.0
33,74919.58874822,2023-03,2023,3,1971755.0
35,74411.651812994,2023-03,2023,3,3101479.0
36,47159.789940663,2023-03,2023,3,2287940.0
37,1704.51716989,2023-03,2023,3,1100271.0
38,131085.027295598,2023-03,2023,3,584958.0
39,4255.449026783,2023-03,2023,3,2314950.0
41,1067640.956269666,2023-03,2023,3,1124222.0
42,236026.242677669,2023-03,2023,3,2031712.0
43,306398.818456378,2023-03,2023,3,1274197.0
45,547302.178397407,2023-03,2023,3,1601777.0
46,477294.312510513,2023-03,2023,3,2392313.0
47,2932914.902885265,2023-03,2023,3,1124984.0
49,1146834.330049598,2023-03,2023,3,1123643.0
50,6906.874889584,2023-03,2023,3,1611510.0
51,11045.162414035,2023-03,2023,3,2171842.0
52,234611.240557647,2023-03,2023,3,1225178.0
53,169291.167846891,2023-03,2023,3,951662.0
55,140091.066362938,2023-03,2023,3,1264582.0
56,1528773.325202628,2023-03,2023,3,895521.0
58,35644.121645470004,2023-03,2023,3,2625105.0
59,20337.279295758,2023-03,2023,3,1151474.0
60,27813.328930977,2023-03,2023,3,2465193.0
61,139723.948749168,2023-03,2023,3,2650059.0
62,142949.573312679,2023-03,2023,3,4558504.0
63,19136.88478046,2023-03,2023,3,2480183.0
64,178744.651160179,2023-03,2023,3,2438112.0
65,149379.214298949,2023-03,2023,3,3994418.0
66,29230.080842095,2023-03,2023,3,2886081.0
68,261952.693437062,2023-03,2023,3,1941890.0
69,233134.576753823,2023-03,2023,3,2794019.0
70,68576.835658656,2023-03,2023,3,5142179.0
71,144280.120976824,2023-03,2023,3,3425089.0
72,19439.422369658,2023-03,2023,3,4073307.0
73,112718.343205953,2023-03,2023,3,2355514.0
74,78643.888439636,2023-03,2023,3,3151853.0
75,22128.453284069,2023-03,2023,3,1801071.0
77,66399.378616435,2023-03,2023,3,2397571.0
78,57993.216872084,2023-03,2023,3,3518308.0
79,34331.474585449,2023-03,2023,3,1909398.0
80,159136.592439272,2023-03,2023,3,1457369.0
81,568098.058249172,2023-03,2023,3,602874.0
82,228275.812510893,2023-03,2023,3,1552788.0
84,777397.2795297609,2023-03,2023,3,3506381.0
85,1116865.807587609,2023-03,2023,3,2784979.0
86,809047.354064791,2023-03,2023,3,2320388.0
87,21850.813051402998,2023-03,2023,3,1745477.0
88,163345.52704862,2023-03,2023,3,1129484.0
90,65919.685795866,2023-03,2023,3,2332040.0
91,14027.106987875,2023-03,2023,3,3335487.0
92,99525.514436958,2023-03,2023,3,938962.0
93,90625.207342735,2023-03,2023,3,1925881.0
94,148339.052317882,2023-03,2023,3,2031637.0
95,274459.338076656,2023-03,2023,3,732296.0
96,580863.72102253,2023-03,2023,3,862137.0
97,614409.490501417,2023-03,2023,3,852322.0
99,17382.314706985002,2023-03,2023,3,4442151.0
1,3067095.660477278,2023-04,2023,4,843261.0
2,29606.179110135,2023-04,2023,4,963936.0
3,167953.85238388,2023-04,2023,4,634241.0
5,57435.785941618,2023-04,2023,4,1645563.0
6,31888.212993374,2023-04,2023,4,4061871.0
7,118631.95398300899,2023-04,2023,4,825832.0
8,84635.619654043,2023-04,2023,4,1252833.0
9,15440.73111641,2023-04,2023,4,3258054.0
10,561093.031833386,2023-04,2023,4,1411866.0
11,58682.90225636,2023-04,2023,4,1452444.0
12,2136.32998592,2023-04,2023,4,732684.0
13,63531.655076408,2023-04,2023,4,1175164.0
14,421741.882236246,2023-04,2023,4,942812.0
15,235502.738130959,2023-04,2023,4,931171.0
16,86708.26854526,2023-04,2023,4,405526.0
17,39159.070410758,2023-04,2023,4,2464552.0
18,65371.742855019,2023-04,2023,4,1975838.0
19,8187.174061690001,2023-04,2023,4,2876932.0
20,75900.583263402,2023-04,2023,4,2056854.0
21,40327.29003804,2023-04,2023,4,4601468.0
22,104109.30073426,2023-04,2023,4,2080803.0
23,83885.518203,2023-04,2023,4,1166601.0
24,50866.98847755,2023-04,2023,4,2109634.0
25,217162.73437559,2023-04,2023,4,1449774.0
26,11574.07006181,2023-04,2023,4,9366186.0
27,29425.101973623,2023-04,2023,4,2338595.0
28,21149.14228122,2023-04,2023,4,2212365.0
29,23334.46434469,2023-04,2023,4,2105173.0
30,5819.13533587,2023-04,2023,4,3812544.0
31,156307.311318209,2023-04,2023,4,1100111.0
32,109309.49741985,2023-04,2023,4,1071268.0
33,73352.225053879,2023-04,2023,4,2726432.0
35,110101.850201829,2023-04,2023,4,3067625.0
36,51711.00645645,2023-04,2023,4,2436395.0
37,95.857933565,2023-04,2023,4,1560000.0
38,108954.522752142,2023-04,2023,4,624865.0
39,10711.651145240001,2023-04,2023,4,4408394.0
41,1130990.839356363,2023-04,2023,4,1185382.0
42,205124.085353354,2023-04,2023,4,2164452.0
43,247997.169167859,2023-04,2023,4,1434431.0
45,526433.683619954,2023-04,2023,4,1488692.0
46,507248.971293675,2023-04,2023,4,2039231.0
47,2905910.817209694,2023-04,2023,4,1201153.0
49,1138385.941301203,2023-04,2023,4,1208670.0
50,8501.471604534001,2023-04,2023,4,992213.0
51,35189.697488095,2023-04,2023,4,5386918.0
52,262044.628249737,2023-04,2023,4,1239345.0
53,196936.16150126,2023-04,2023,4,1072721.0
55,243807.915221764,2023-04,2023,4,1343269.0
56,1477811.688210467,2023-04,2023,4,889165.0
58,21439.577020831,2023-04,2023,4,1307445.0
59,7974.0903395099995,2023-04,2023,4,9369316.0
60,39583.863699955,2023-04,2023,4,3907821.0
61,173984.044444906,2023-04,2023,4,1594990.0
62,172888.821999847,2023-04,2023,4,3568867.0
63,10666.185370814,2023-04,2023,4,4723414.0
64,235186.611454238,2023-04,2023,4,3593351.0
65,139727.15462744999,2023-04,2023,4,3976341.0
66,19053.023112793,2023-04,2023,4,3523182.0
68,242558.575511075,2023-04,2023,4,2593154.0
69,274286.067391434,2023-04,2023,4,3263685.0
70,53281.96234082,2023-04,2023,4,3564959.0
71,108990.763872118,2023-04,2023,4,3527829.0
72,29580.612936319998,2023-04,2023,4,4163387.0
73,95037.642751481,2023-04,2023,4,2514249.0
74,94999.178123586,2023-04,2023,4,2236998.0
75,33474.206877593,2023-04,2023,4,1394099.0
77,33085.465287719,2023-04,2023,4,1610834.0
78,48101.641514184004,2023-04,2023,4,3150579.0
79,21843.357090444,2023-04,2023,4,1339948.0
80,165640.602829972,2023-04,2023,4,1575346.0
81,533151.471745114,2023-04,2023,4,544263.0
82,254098.041910245,2023-04,2023,4,1912174.0
84,802354.399961019,2023-04,2023,4,3688036.0
85,994730.231600294,2023-04,2023,4,2788971.0
86,802273.228563872,2023-04,2023,4,2732881.0
87,17068.574926418,2023-04,2023,4,1283353.0
88,183610.685457644,2023-04,2023,4,1037966.0
90,30671.49870717,2023-04,2023,4,1091504.0
91,7023.107675274001,2023-04,2023,4,3443059.0
92,126509.21070744,2023-04,2023,4,1078785.0
93,115122.262525808,2023-04,2023,4,1911461.0
94,140010.294180984,2023-04,2023,4,2598612.0
95,250290.303089608,2023-04,2023,4,840022.0
96,560532.5018657881,2023-04,2023,4,887805.0
97,612577.009166027,2023-04,2023,4,867792.0
99,5266.984937839,2023-04,2023,4,2099393.0
0,3367.69816793,2023-05,2023,5,2166379.0
1,3343369.637798735,2023-05,2023,5,790261.0
2,40396.609131289,2023-05,2023,5,834881.0
3,72617.69040998,2023-05,2023,5,577165.0
5,38051.125057384,2023-05,2023,5,1727906.0
6,42023.05854781,2023-05,2023,5,10518912.0
7,57320.279905147,2023-05,2023,5,2672270.0
8,28927.1563348,2023-05,2023,5,847404.0
9,7548.7812107,2023-05,2023,5,5135014.0
10,528437.333676482,2023-05,2023,5,1584506.0
11,57207.655551726,2023-05,2023,5,2004249.0
13,119785.953766168,2023-05,2023,5,923169.0
14,397758.582809728,2023-05,2023,5,1118555.0
15,165789.146144822,2023-05,2023,5,814941.0
16,63117.930825356,2023-05,2023,5,496348.0
17,27830.67546572,2023-05,2023,5,2916801.0
18,35969.843094050004,2023-05,2023,5,1953418.0
19,8891.42712555,2023-05,2023,5,1778906.0
20,106003.628034986,2023-05,2023,5,1765815.0
21,58356.42848929,2023-05,2023,5,3213662.0
22,106969.77136820799,2023-05,2023,5,1453317.0
23,77450.057728499,2023-05,2023,5,1506253.0
24,15259.887376778,2023-05,2023,5,1692614.0
25,213944.607585855,2023-05,2023,5,1252932.0
26,10403.38466924,2023-05,2023,5,1897813.0
27,30518.95656727,2023-05,2023,5,2190510.0
28,19349.460101793,2023-05,2023,5,2877915.0
29,30275.645281442998,2023-05,2023,5,1861426.0
30,5219.64871291,2023-05,2023,5,2431878.0
31,171373.44653702,2023-05,2023,5,1017649.0
32,91695.132302824,2023-05,2023,5,1449974.0
33,69810.675478143,2023-05,2023,5,2032783.0
35,104290.242855774,2023-05,2023,5,2853181.0
36,84871.558866859,2023-05,2023,5,2118816.0
37,531.03517747,2023-05,2023,5,2561414.0
38,130201.431568145,2023-05,2023,5,4587825.0
39,1683.91938974,2023-05,2023,5,2602386.0
41,951335.362900791,2023-05,2023,5,1189334.0
42,199099.925188664,2023-05,2023,5,1819370.0
43,281805.216432155,2023-05,2023,5,1665880.0
45,528814.036970284,2023-05,2023,5,1415929.0
46,528146.335840318,2023-05,2023,5,2542663.0
47,3073023.52738262,2023-05,2023,5,1177691.0
49,1250881.268016904,2023-05,2023,5,1188490.0
50,15002.746287988,2023-05,2023,5,1819740.0
51,13276.736583266,2023-05,2023,5,6594692.0
52,261109.493511711,2023-05,2023,5,1282977.0
53,197215.844939609,2023-05,2023,5,1445700.0
55,172716.809286595,2023-05,2023,5,1622824.0
56,1363973.572761293,2023-05,2023,5,849862.0
58,35267.082038209,2023-05,2023,5,4449296.0
59,25029.85628606,2023-05,2023,5,1152515.0
60,17988.473184912,2023-05,2023,5,1608744.0
61,157406.841195831,2023-05,2023,5,2888890.0
62,160529.588315319,2023-05,2023,5,5134970.0
63,18213.58740035,2023-05,2023,5,1527282.0
64,303787.456721277,2023-05,2023,5,3890231.0
65,141864.549042915,2023-05,2023,5,3163436.0
66,22021.400961525,2023-05,2023,5,4176925.0
68,246438.724431999,2023-05,2023,5,1912293.0
69,209943.663139253,2023-05,2023,5,4139171.0
70,80673.674123004,2023-05,2023,5,3602620.0
71,125507.605273055,2023-05,2023,5,4985656.0
72,16336.164603128,2023-05,2023,5,3130729.0
73,98037.348083271,2023-05,2023,5,2316681.0
74,103463.949846239,2023-05,2023,5,2356424.0
75,24700.699625403002,2023-05,2023,5,1635421.0
77,32930.911779938,2023-05,2023,5,1869980.0
78,65357.544303203,2023-05,2023,5,2012630.0
79,41717.564514723,2023-05,2023,5,2264270.0
80,165515.342956186,2023-05,2023,5,1291782.0
81,513168.039356213,2023-05,2023,5,648751.0
82,276307.460843021,2023-05,2023,5,1762355.0
84,744331.769849393,2023-05,2023,5,3564818.0
85,1011714.277573432,2023-05,2023,5,2669104.0
86,794662.267411711,2023-05,2023,5,2368509.0
87,35534.852725028,2023-05,2023,5,1376278.0
88,134513.937484197,2023-05,2023,5,1266687.0
90,68050.820669385,2023-05,2023,5,2482875.0
91,28808.435642303,2023-05,2023,5,2130647.0
92,79912.095736681,2023-05,2023,5,954112.0
93,128628.213906927,2023-05,2023,5,2030370.0
94,132865.666348011,2023-05,2023,5,2332648.0
95,210458.386267871,2023-05,2023,5,999755.0
96,482592.876798405,2023-05,2023,5,912212.0
97,628679.382402562,2023-05,2023,5,842007.0
98,46.197094586,2023-05,2023,5,720000.0
99,1425.27205366,2023-05,2023,5,3952082.0
0,2953.19750419,2023-06,2023,6,652026.0
1,3080685.684841908,2023-06,2023,6,951249.0
2,65588.596750241,2023-06,2023,6,1153626.0
3,109703.127152416,2023-06,2023,6,608336.0
5,93213.734062818,2023-06,2023,6,1359255.0
6,17710.3032174,2023-06,2023,6,7263877.0
7,187562.810448722,2023-06,2023,6,1004886.0
8,28348.620076638,2023-06,2023,6,1619058.0
9,19672.345369937,2023-06,2023,6,4605844.0
10,540604.006975605,2023-06,2023,6,1421338.0
11,53394.676480053,2023-06,2023,6,1634436.0
12,4286.1140991,2023-06,2023,6,656537.0
13,77405.009361089,2023-06,2023,6,1446203.0
14,352144.337539268,2023-06,2023,6,1003823.0
15,244048.145596487,2023-06,2023,6,805808.0
16,22053.594513224,2023-06,2023,6,969279.0
17,24841.037989492,2023-06,2023,6,1718572.0
18,43957.80163316,2023-06,2023,6,1340658.0
19,7736.15612163,2023-06,2023,6,1201137.0
20,97336.682421648,2023-06,2023,6,2371480.0
21,63712.77241142,2023-06,2023,6,4122630.0
22,85742.692876299,2023-06,2023,6,2568102.0
23,77112.541037037,2023-06,2023,6,1359436.0
24,16148.251570653,2023-06,2023,6,1568292.0
25,176072.660214304,2023-06,2023,6,1468197.0
26,11826.30032976,2023-06,2023,6,1647083.0
27,25663.221690219998,2023-06,2023,6,2217335.0
28,45025.72905271,2023-06,2023,6,2929417.0
29,30652.055894369998,2023-06,2023,6,2428579.0
30,6297.14854663,2023-06,2023,6,1625500.0
31,160338.164563703,2023-06,2023,6,996279.0
32,78758.577767961,2023-06,2023,6,1153188.0
33,71175.837542204,2023-06,2023,6,1638137.0
35,80451.076778975,2023-06,2023,6,4114258.0
36,77470.013559854,2023-06,2023,6,2689229.0
37,368.93281939,2023-06,2023,6,1500000.0
38,169824.422757262,2023-06,2023,6,821436.0
41,1079379.21161644,2023-06,2023,6,1255348.0
42,239310.10169698,2023-06,2023,6,1908142.0
43,307948.240832942,2023-06,2023,6,1463167.0
45,531611.242323696,2023-06,2023,6,1408150.0
46,539381.609931588,2023-06,2023,6,2218912.0
47,2987100.741183309,2023-06,2023,6,1172663.0
49,1301100.382876935,2023-06,2023,6,1236088.0
50,16075.057435592,2023-06,2023,6,994913.0
51,35649.943561286,2023-06,2023,6,6606853.0
52,232751.952991821,2023-06,2023,6,1389647.0
53,160868.891784799,2023-06,2023,6,1289300.0
55,172059.006459023,2023-06,2023,6,2328321.0
56,1429141.026337926,2023-06,2023,6,969989.0
58,30667.203802796,2023-06,2023,6,4427341.0
59,17082.439315356,2023-06,2023,6,1391291.0
60,12543.118736165,2023-06,2023,6,2037355.0
61,147646.940392706,2023-06,2023,6,2799548.0
62,150106.64818596,2023-06,2023,6,4666649.0
63,8608.32834091,2023-06,2023,6,2374153.0
64,298102.089177469,2023-06,2023,6,3173955.0
65,111709.118505641,2023-06,2023,6,2894788.0
66,18246.242200648,2023-06,2023,6,3312775.0
68,268960.113554049,2023-06,2023,6,1820102.0
69,190113.998698085,2023-06,2023,6,3109756.0
70,83747.085928582,2023-06,2023,6,4825750.0
71,144949.297745311,2023-06,2023,6,4254667.0
72,16379.712626998,2023-06,2023,6,3769430.0
73,140922.235160649,2023-06,2023,6,1921965.0
74,115657.405181676,2023-06,2023,6,2683132.0
75,40157.381188028,2023-06,2023,6,1364994.0
77,48189.813929957,2023-06,2023,6,2416074.0
78,27648.758685993,2023-06,2023,6,2071957.0
79,25655.881335296,2023-06,2023,6,3147391.0
80,174180.401633384,2023-06,2023,6,1454176.0
81,547051.074740941,2023-06,2023,6,691999.0
82,265708.803079873,2023-06,2023,6,1945890.0
84,726684.629204385,2023-06,2023,6,3395840.0
85,990010.789908154,2023-06,2023,6,2557560.0
86,926109.581325289,2023-06,2023,6,2699964.0
87,27008.661260148998,2023-06,2023,6,1219216.0
88,183286.770148224,2023-06,2023,6,1192642.0
90,92193.86772827,2023-06,2023,6,1192576.0
91,17191.559908511,2023-06,2023,6,1628164.0
92,86974.398722451,2023-06,2023,6,875140.0
93,111916.070078914,2023-06,2023,6,1547879.0
94,147404.325003404,2023-06,2023,6,2364185.0
95,272781.38012515,2023-06,2023,6,846011.0
96,578574.220248983,2023-06,2023,6,846398.0
97,720874.088861487,2023-06,2023,6,931312.0
99,4947.592343243,2023-06,2023,6,8960865.0
0,1218.173253695,2023-07,2023,7,3500000.0
1,3218588.870348002,2023-07,2023,7,1098165.0
2,40051.428310971,2023-07,2023,7,1101690.0
3,90128.240303409,2023-07,2023,7,636411.0
5,32148.689628475,2023-07,2023,7,1852169.0
6,27759.757250567,2023-07,2023,7,12521807.0
7,89238.046631199,2023-07,2023,7,1373365.0
8,35161.021005991,2023-07,2023,7,1805365.0
9,14997.92210545,2023-07,2023,7,4121937.0
10,543835.908432348,2023-07,2023,7,1499880.0
11,48795.789937324,2023-07,2023,7,2765906.0
12,4417.79235394,2023-07,2023,7,1115901.0
13,64418.225603436,2023-07,2023,7,1147047.0
14,420320.101425006,2023-07,2023,7,1002213.0
15,173924.73309117102,2023-07,2023,7,752672.0
16,126228.024452712,2023-07,2023,7,362439.0
17,45417.12491346,2023-07,2023,7,1404814.0
18,30502.759130453,2023-07,2023,7,1132726.0
19,1424.22861085,2023-07,2023,7,3991242.0
20,87184.397590099,2023-07,2023,7,1534107.0
21,74784.138634569,2023-07,2023,7,2927435.0
22,100870.906293015,2023-07,2023,7,1944288.0
23,92862.57042108,2023-07,2023,7,2791633.0
24,19133.61821052,2023-07,2023,7,1595757.0
25,200885.247048761,2023-07,2023,7,1338512.0
26,14287.36858491,2023-07,2023,7,2248303.0
27,35822.511684820005,2023-07,2023,7,2289185.0
28,26024.7710405,2023-07,2023,7,3816464.0
29,21982.525410724,2023-07,2023,7,1555664.0
30,15268.422089987,2023-07,2023,7,1523501.0
31,186052.48152608,2023-07,2023,7,1394828.0
32,71483.560053197,2023-07,2023,7,1417788.0
33,88409.429885969,2023-07,2023,7,1482955.0
35,103251.649296006,2023-07,2023,7,3391223.0
36,58508.853184720996,2023-07,2023,7,2173584.0
37,1874.831640719,2023-07,2023,7,2838093.0
38,180305.715035075,2023-07,2023,7,596797.0
39,3224.368397687,2023-07,2023,7,1293041.0
41,1103010.703476083,2023-07,2023,7,1327408.0
42,263195.554924294,2023-07,2023,7,2440533.0
43,344004.869315403,2023-07,2023,7,1354728.0
45,468095.44301748,2023-07,2023,7,1696875.0
46,557974.425947487,2023-07,2023,7,2277943.0
47,3020956.050601637,2023-07,2023,7,1213491.0
49,1374991.382834268,2023-07,2023,7,1179421.0
50,19328.32638671,2023-07,2023,7,990137.0
51,27935.252094311,2023-07,2023,7,4241628.0
52,221680.141127309,2023-07,2023,7,1422152.0
53,185217.73711301901,2023-07,2023,7,1139577.0
55,121353.432428037,2023-07,2023,7,1538696.0
56,1517116.280693514,2023-07,2023,7,936027.0
58,31381.471231317,2023-07,2023,7,4239911.0
59,35460.838126694,2023-07,2023,7,2212174.0
60,27294.367388392,2023-07,2023,7,3447180.0
61,134680.607018918,2023-07,2023,7,1516924.0
62,136301.710700992,2023-07,2023,7,4845755.0
63,8775.517445479,2023-07,2023,7,3335220.0
64,309794.902359251,2023-07,2023,7,3592042.0
65,139879.900498237,2023-07,2023,7,3848048.0
66,16140.791192347999,2023-07,2023,7,1655401.0
68,296871.176382698,2023-07,2023,7,2096721.0
69,222832.306027148,2023-07,2023,7,3166143.0
70,71408.687998086,2023-07,2023,7,4169128.0
71,170178.099974754,2023-07,2023,7,3802820.0
72,14114.362240183,2023-07,2023,7,6076826.0
73,120681.972873308,2023-07,2023,7,3694418.0
74,78257.384942097,2023-07,2023,7,2221569.0
75,47958.580641527,2023-07,2023,7,1756914.0
77,22696.058585137,2023-07,2023,7,1158258.0
78,44202.228215858,2023-07,2023,7,2353399.0
79,30330.492060747998,2023-07,2023,7,2606772.0
80,141172.563146088,2023-07,2023,7,1896700.0
81,530866.230808445,2023-07,2023,7,600643.0
82,266512.870654577,2023-07,2023,7,2124169.0
84,771530.191237894,2023-07,2023,7,3675370.0
85,1010240.557583643,2023-07,2023,7,2806838.0
86,736624.640469337,2023-07,2023,7,2398566.0
87,26031.966720438002,2023-07,2023,7,1227573.0
88,169519.028321672,2023-07,2023,7,1093030.0
90,58136.466860644,2023-07,2023,7,1381376.0
91,5469.910453802,2023-07,2023,7,2082777.0
92,105143.656251333,2023-07,2023,7,881645.0
93,113514.641299039,2023-07,2023,7,2513883.0
94,155764.818538727,2023-07,2023,7,3053170.0
95,226519.979821602,2023-07,2023,7,812608.0
96,581423.915170585,2023-07,2023,7,949884.0
97,705290.473654585,2023-07,2023,7,863466.0
98,91.216254238,2023-07,2023,7,600000.0
99,3044.871430785,2023-07,2023,7,2479654.0
0,905.22596316,2023-08,2023,8,
1,3104223.25356788,2023-08,2023,8,879812.0
2,36640.653912761,2023-08,2023,8,667314.0
3,172481.989407744,2023-08,2023,8,659407.0
5,39269.134109085004,2023-08,2023,8,2030848.0
6,30559.012388624,2023-08,2023,8,9361997.0
7,73821.924051031,2023-08,2023,8,1943360.0
8,36210.321487582,2023-08,2023,8,1180413.0
9,14300.446304860001,2023-08,2023,8,3958165.0
10,550098.874006414,2023-08,2023,8,1795499.0
11,92780.980214835,2023-08,2023,8,1331536.0
12,659.96842098,2023-08,2023,8,600000.0
13,74815.042528436,2023-08,2023,8,800893.0
14,408964.895733485,2023-08,2023,8,1043920.0
15,197964.686717489,2023-08,2023,8,690932.0
16,31401.842673414998,2023-08,2023,8,1643247.0
17,45451.918254917,2023-08,2023,8,2046517.0
18,25275.767404968,2023-08,2023,8,1339313.0
19,2857.682052,2023-08,2023,8,1585220.0
20,115412.150823144,2023-08,2023,8,2348469.0
21,63743.526678086,2023-08,2023,8,2473779.0
22,89113.43013702,2023-08,2023,8,1521943.0
23,89029.439440997,2023-08,2023,8,3408400.0
24,18159.92954944,2023-08,2023,8,1884111.0
25,189495.340931471,2023-08,2023,8,1316221.0
26,18022.052347229,2023-08,2023,8,1413874.0
27,16622.099345453,2023-08,2023,8,2077745.0
28,25140.872580776,2023-08,2023,8,2245719.0
29,14524.39608404,2023-08,2023,8,1733487.0
30,10398.196632539999,2023-08,2023,8,1736347.0
31,172497.484914506,2023-08,2023,8,1028347.0
32,107216.175937554,2023-08,2023,8,1782618.0
33,85004.389924251,2023-08,2023,8,1521779.0
35,86335.529114921,2023-08,2023,8,2857693.0
36,64638.16982765,2023-08,2023,8,3955080.0
37,761.9891435019999,2023-08,2023,8,1137954.0
38,165168.117766842,2023-08,2023,8,799582.0
39,1220.6366134599998,2023-08,2023,8,2979316.0
41,1060392.914570634,2023-08,2023,8,1262257.0
42,277781.148997534,2023-08,2023,8,2098688.0
43,277418.262189176,2023-08,2023,8,1363421.0
45,525502.0166397147,2023-08,2023,8,1386492.0
46,535497.900792787,2023-08,2023,8,2547220.0
47,2870098.121074552,2023-08,2023,8,1344577.0
49,1159018.589372002,2023-08,2023,8,1337878.0
50,20998.744539509,2023-08,2023,8,1231930.0
51,41148.285263342,2023-08,2023,8,2105062.0
52,238118.568642327,2023-08,2023,8,1207581.0
