periodo,ano,mes,DPTO,pea,desempleados,tasa
2022-09,2022,9,44,358079.762267516,25763.660640957,7.19
2022-09,2022,9,47,538335.099510221,26064.447633163,4.84
2022-09,2022,9,50,497085.643724084,53024.89919739,10.67
2022-09,2022,9,52,719017.0367054839,22320.424316248,3.1
2022-09,2022,9,54,648346.36569545,77514.33519856,11.96
2022-09,2022,9,63,245091.792021895,24922.357987463998,10.17
2022-09,2022,9,66,428415.247729486,27989.840479966,6.53
2022-09,2022,9,68,980394.7967510079,66297.39553094999,6.76
2022-09,2022,9,70,401129.375426702,26931.506090704,6.71
2022-09,2022,9,73,517534.15114271996,81606.61902439,15.77
2022-09,2022,9,76,1906966.63138721,152168.75984313403,7.98
2022-09,2022,9,81,37297.22566707,8801.77203835,23.6
2022-09,2022,9,85,73360.51904067,6766.933721660001,9.22
2022-09,2022,9,86,18208.897521617007,5029.995908831999,27.62
2022-09,2022,9,88,20899.869225033,1857.238326882,8.89
2022-09,2022,9,91,15367.651409787,267.994744841,1.74
2022-09,2022,9,94,10321.893975883,1436.9790316849999,13.92
2022-09,2022,9,95,19298.089432318,495.05528977,2.57
2022-09,2022,9,97,5026.1872220694,169.379594607,3.37
2022-09,2022,9,99,8262.373294190998,1100.378764906,13.32
2022-10,2022,10,5,3098511.588421253,203135.14789831,6.56
2022-10,2022,10,8,1059462.1160090521,56745.533303239994,5.36
2022-10,2022,10,11,3821028.09401997,255133.2218981,6.68
2022-10,2022,10,13,890106.6540173099,59120.03392557,6.64
2022-10,2022,10,15,527397.622978393,32532.971389982,6.17
2022-10,2022,10,17,414171.30921066203,20820.803609908,5.03
2022-10,2022,10,18,154934.151302581,7507.321271316999,4.85
2022-10,2022,10,19,548616.1199664529,27304.035478576003,4.98
2022-10,2022,10,20,492427.84082707507,45891.025975642,9.32
2022-10,2022,10,23,673900.740173039,59794.938483762,8.87
2022-10,2022,10,25,1516282.355036227,109690.4008141,7.23
2022-10,2022,10,27,164019.53902989102,13236.649673487002,8.07
2022-10,2022,10,41,453749.411160079,28500.588434628997,6.28
2022-10,2022,10,44,384717.61142323504,27032.441935674004,7.03
2022-10,2022,10,47,521864.22716835997,28566.221773401998,5.47
2022-10,2022,10,50,490300.4767839699,35268.295384200006,7.19
2022-10,2022,10,52,680002.741249104,25530.053980425997,3.75
2022-10,2022,10,54,659462.46868848,49699.98017075,7.54
2022-10,2022,10,63,258515.25298724402,29093.874276003,11.25
2022-10,2022,10,66,447815.544999924,27474.485936979003,6.14
2022-10,2022,10,68,954830.7796122299,74637.88238233,7.82
2022-10,2022,10,70,387080.68061713,25503.644656675995,6.59
2022-10,2022,10,73,527007.3187556401,73145.71110827001,13.88
2022-10,2022,10,76,2067347.84561301,133714.566611594,6.47
2022-10,2022,10,81,38092.47755173899,10391.581333626002,27.28
2022-10,2022,10,85,82745.80894126,6585.06661666,7.96
2022-10,2022,10,86,19275.832367652998,4973.271306993,25.8
2022-10,2022,10,88,21651.488976135,2623.930530909,12.12
2022-10,2022,10,91,14313.089089115998,194.04151176,1.36
2022-10,2022,10,94,9809.873871539,1036.203013799,10.56
2022-10,2022,10,95,19530.898384238,112.45590026,0.58
2022-10,2022,10,97,4472.7732721828,181.219151723,4.05
2022-10,2022,10,99,7513.759507913999,680.4341988479999,9.06
2022-11,2022,11,5,2969093.6849999493,131246.116208703,4.42
2022-11,2022,11,8,1104210.851077022,55082.88738744,4.99
2022-11,2022,11,11,4000571.49345284,256578.47847840996,6.41
2022-11,2022,11,13,857988.2999782149,45607.313217652,5.32
2022-11,2022,11,15,430803.21399485203,19319.798635782998,4.48
2022-11,2022,11,17,404923.07255051006,20634.474710728005,5.1
2022-11,2022,11,18,163046.953007571,11835.171437613997,7.26
2022-11,2022,11,19,591581.534399671,51207.371201856,8.66
2022-11,2022,11,20,502960.38664388994,70816.74080685001,14.08
2022-11,2022,11,23,685654.746016181,78566.081894395,11.46
2022-11,2022,11,25,1479805.9466003322,106715.05864736601,7.21
2022-11,2022,11,27,113718.189186726,15108.147882699997,13.29
2022-11,2022,11,41,453063.924611441,22305.089097409003,4.92
2022-11,2022,11,44,341121.10075129394,27658.083687646,8.11
2022-11,2022,11,47,547534.2607128649,23435.04738875,4.28
2022-11,2022,11,50,477541.291896044,30228.98957138,6.33
2022-11,2022,11,52,719818.666312403,29426.091531633996,4.09
2022-11,2022,11,54,673127.10020626,47291.59761011,7.03
2022-11,2022,11,63,243216.92328319498,37717.819295028996,15.51
2022-11,2022,11,66,430317.53374088695,29682.073534140003,6.9
2022-11,2022,11,68,1083701.6447973,65570.914737149,6.05
2022-11,2022,11,70,343204.231979338,15847.658290062,4.62
2022-11,2022,11,73,567486.2088290309,68839.93916576999,12.13
2022-11,2022,11,76,1913868.8500672048,128028.19677679999,6.69
2022-11,2022,11,81,35319.928752235006,7780.796838188,22.03
2022-11,2022,11,85,78838.86715687,5636.24423983,7.15
2022-11,2022,11,86,19059.846543741,3688.5393123089993,19.35
2022-11,2022,11,88,23184.375737958,2223.5666138140004,9.59
2022-11,2022,11,91,15777.150033269001,953.060794036,6.04
2022-11,2022,11,94,9844.480665117,720.1459074909999,7.32
2022-11,2022,11,95,19538.725220547,466.705934374,2.39
2022-11,2022,11,97,4007.3264707109997,167.119697351,4.17
2022-11,2022,11,99,7297.0609401460015,977.018833597,13.39
2022-12,2022,12,5,2956448.8909976734,137462.01239361,4.65
2022-12,2022,12,8,1217555.2210759819,91448.00872585998,7.51
2022-12,2022,12,11,3997676.3398172404,389878.73720564,9.75
2022-12,2022,12,13,804779.7033287799,41114.29220013,5.11
2022-12,2022,12,15,503643.20359960303,24833.688848308004,4.93
2022-12,2022,12,17,431884.218499734,23083.6016734,5.34
2022-12,2022,12,18,166950.273051965,12843.765673738002,7.69
2022-12,2022,12,19,499461.99906371697,38777.545821691994,7.76
2022-12,2022,12,20,490062.05746889603,51203.06166661799,10.45
2022-12,2022,12,23,691052.18752472,100128.603998191,14.49
2022-12,2022,12,25,1649369.4585775468,124825.996263527,7.57
2022-12,2022,12,27,150512.680122606,16243.772278787,10.79
2022-12,2022,12,41,441065.42775975005,29237.014949944,6.63
2022-12,2022,12,44,296316.465405228,32386.338210267997,10.93
2022-12,2022,12,47,549766.6579122411,15389.9174839,2.8
2022-12,2022,12,50,458452.173260323,40536.70477383899,8.84
2022-12,2022,12,52,717590.014720624,22676.266746031004,3.16
2022-12,2022,12,54,628958.8317131,51186.59137038999,8.14
2022-12,2022,12,63,238935.097926331,28251.448957801003,11.82
2022-12,2022,12,66,435487.39058215497,36936.62358921699,8.48
