uri,nombre,definicion,tipo_habilidad,nivel_reutilizacion
http://data.europa.eu/esco/skill/306d9964-2d32-4952-927a-e836bf7041ab,fertilizantes naturales,"La composición y la acción de fertilizantes naturales/orgánicos, tales como fertilizantes minerales o fertilizantes de origen animal o vegetal.",knowledge,occupation-specific
http://data.europa.eu/esco/skill/30783499-3872-4b14-9684-6217e98c6e1d,vertido de residuos recogidos,Los procedimientos que deben seguirse para verter los residuos recogidos de forma segura y en el lugar designado para ello.,knowledge,sector-specific
http://data.europa.eu/esco/skill/30dce29d-0518-4f5d-aeb0-2b5b49e3afbe,acuaponía,"Los principios y las técnicas que combinan la hidroponía y la acuicultura para producir alimentos destinados al consumo humano de una manera sostenible, tomando como base la recirculación del agua entre compartimentos de piscicultura y de cultivo de plantas.
   ",knowledge,sector-specific
http://data.europa.eu/esco/skill/311832d1-1167-47c7-b613-fc64784ffeed,describir el sistema de propulsión eléctrico,"Describir el sistema de propulsión eléctrico completo con todos los componentes necesarios. Dichos componentes son el inversor, el motor eléctrico y los demás elementos auxiliares, como el convertidor CC-CC y los cargadores.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3220a66f-d129-463b-848e-891b4f1c79e3,desarrollar estrategias de gestión de residuos peligrosos,"Desarrollar estrategias dirigidas a aumentar la eficiencia en la gestión de las instalaciones de tratamiento, transporte y eliminación de residuos peligrosos, como los residuos radiactivos, las sustancias químicas y la electrónica.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/32a76797-6235-4659-869f-c691ffd30463,paleoclimatología,"La ciencia que estudia los cambios climáticos durante toda la historia de la Tierra mediante la recogida y el análisis de muestras de elementos como las rocas, el hielo, los anillos de árboles y los sedimentos.",knowledge,occupation-specific
http://data.europa.eu/esco/skill/32f20d0e-d127-4901-a971-a53e26dfef14,asesorar a los clientes sobre tecnología para hogares inteligentes,"Asesorar a los clientes sobre las posibilidades de instalar tecnología para hogares inteligentes teniendo en cuenta los requisitos y el estado previo de la estructura.
	",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/33784b61-bd86-4451-8a89-741ada5f8475,mantener sistemas fotovoltaicos,"Realizar tareas de mantenimiento y reparaciones de sistemas que generen energía eléctrica mediante la conversión de la luz en corrientes eléctricas, el efecto fotovoltaico. Garantizar el cumplimiento de la normativa y la correcta instalación del sistema fotovoltaico.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/340a75f4-76e1-4ef0-8f1e-1bb78ba561ef,inspeccionar el cumplimiento de normas sobre residuos peligrosos,"Inspeccionar las estrategias de las organizaciones o instalaciones que se ocupan de la gestión de los residuos peligrosos, a fin de garantizar que sus acciones cumplen la legislación pertinente y que se toman medidas para mejorar la protección frente a la exposición y garantizar la salud y la seguridad.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3419fac9-575d-4492-a018-edff6f4dae26,legislación ambiental en materia de agricultura y silvicultura,"Sensibilización sobre la legislación medioambiental, las políticas y los principios pertinentes para la agricultura y la silvicultura. Sensibilización sobre las repercusiones en el medio ambiente de los procedimientos y prácticas agrícolas locales. Los medios para ajustar la producción a nuevas normativas y políticas medioambientales.",knowledge,cross-sector
http://data.europa.eu/esco/skill/34406889-f522-47a7-b60d-8545b36d73bb,aspirar a realizar construcciones arquitectónicas armoniosas,Diseñar y realizar construcciones que preserven el equilibrio entre la naturaleza y los edificios. Asegurarse de que la incorporación de edificios en un emplazamiento preserve la armonía del lugar.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/347b6a67-59ad-4408-bb9c-cfa502867e24,controlar el estado fitosanitario de los bosques,Supervisar el estado fitosanitario de los bosques para asegurarse de que el equipo de silvicultura adopta todas las medidas necesarias.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/351cd749-498c-4ed3-9e38-58fc9bbf8f0e,asegurar el cumplimiento de las normas acústicas,"Asegurarse de que los edificios, las carreteras, el tráfico aéreo y los eventos cumplan las normas y reglamentaciones acústicas locales, nacionales o internacionales, con el fin de reducir al mínimo las molestias para los residentes vecinos.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3577e49b-951d-4d46-a1f4-417087a8fb6d,adaptarse a condiciones climáticas diferentes,Hacer frente a la exposición regular a las condiciones meteorológicas extremas y los entornos peligrosos.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/36359101-4488-4859-83a8-9600d9faf3f2,colaborar con las comunidades locales en la gestión de las zonas naturales protegidas,"Construir una relación con la comunidad local en el lugar de destino para minimizar los conflictos apoyando el crecimiento económico de las empresas de turismo locales y respetando las prácticas tradicionales locales.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,evaluar la contaminación,Analizar las pruebas de contaminación. Aconsejar sobre cómo descontaminar.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/37ba5509-9665-4947-a5ae-f124d5769473,fabricar pasta de papel,Crear pulpa de papel o pulpa de papel reciclado o usado con agua en mezcladoras y licuadoras u otros equipos. Añadir colores agregando papeles de diferentes colores.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/38f7be4a-f6af-4f1d-a972-8c51b27d2cea,aplicar la normativa forestal,"Aplicar las leyes y normativas ambientales relacionadas con la gestión forestal. Los guardas forestales velan por el cumplimiento de la reglamentación local, estatal y nacional aplicada al uso forestal y a la conservación de la vida silvestre. Llevan a cabo inspecciones de seguridad en los campings e investigan las reclamaciones.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/3936cc7d-d045-4eb0-b951-b862a072c0a2,diseñar indicadores para reducir el desperdicio de alimentos,"Definir indicadores clave de resultados para reducir y gestionar el desperdicio de alimentos con arreglo a las normas establecidas. Supervisar la evaluación de los métodos, el equipo y los costes para prevenir el desperdicio de alimentos.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3955cd15-a1fa-4c16-99b4-c39cb17db21d,medidas de protección contra la introducción de organismos,"Las medidas nacionales e internacionales de protección contra la introducción de organismos como, por ejemplo, la Directiva 2000/29/CE del Consejo relativa a las medidas de protección contra la introducción en la Comunidad de organismos nocivos para los vegetales o productos vegetales y contra su propagación en el interior de la Comunidad.",knowledge,sector-specific
http://data.europa.eu/esco/skill/395ace35-e463-4dc7-8181-c2dd43885107,llevar a cabo un estudio de viabilidad sobre bombas de calor,"Analizar y evaluar la viabilidad de un sistema de bomba de calor. Llevar a cabo un estudio normalizado para determinar los costes y las limitaciones, y realizar una investigación para respaldar el proceso de toma de decisiones.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/397412dc-47c4-4580-82d0-15a9f9a86ea2,diseñar sistemas de drenaje por pozos,"Diseñar sistemas que se sitúen en propiedades residenciales, así como en propiedades públicas, como calles y tejados de edificios públicos, y que funcionen para drenar el exceso de agua de estas zonas. Sirven para ayudar a remediar las inundaciones, eliminar la lluvia y minimizar el riesgo de tormentas fuertes, y posteriormente transportar el agua no tratada a la naturaleza.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084,explicar las implicaciones de la cadena de bloques,"Explicar las consecuencias, las repercusiones y las implicaciones del uso de la tecnología de cadena de bloques tanto en los procesos empresariales que esta impulsa como a una mayor escala, incluidos también los aspectos sociales y ecológicos.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3a2f0b3f-8203-466f-89f9-207316ade4da,eliminar residuos de soldadura,Recoger y transportar la escoria de soldadura en contenedores especiales para residuos peligrosos.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/3a519990-ae6c-4c8b-a827-2bf96d949940,gestionar la conservación del patrimonio natural y cultural,"Utilizar ingresos procedentes de actividades turísticas y donaciones para financiar y preservar las zonas naturales protegidas y el patrimonio cultural intangible, como la artesanía, las canciones y los relatos de las comunidades.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3a560dc4-ee2e-4437-b94f-c076a2b5f25e,inspeccionar los pozos de agua,"Examinar los pozos de agua en busca de contaminación y de conformidad con las normas de construcción. Ordenar el cierre de pozos, en caso necesario.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3b4f2a64-9884-4f3d-8020-44dc95919a7c,diseñar el concepto de aislamiento,"Diseñar los detalles de aislamiento y soluciones para puentes térmicos. Elegir el material más apropiado para el aislamiento teniendo en cuenta las necesidades del edificio.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3bf93cf6-2b6f-46ad-b0ba-3b161379bac1,llevar a cabo demoliciones selectivas,"Derribar una estructura, o parte de ella, mediante demolición selectiva. Identificar los distintos materiales del edificio y evaluar su capacidad de reutilización y su valor. Eliminar todos los materiales reutilizables sin dañarlos.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3c1622fc-6c95-4b51-98da-1814ebe6e889,sistemas de energía geotérmica,"Calefacción a baja temperatura y enfriamiento a alta temperatura generados con energía geotérmica y su contribución al rendimiento energético.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/3d69b305-4051-4c1d-ba1e-d8c5b35e22db,observar el impacto de la maquinaria de fabricación,"Comprobar el impacto de la maquinaria industrial en el entorno, analizando los niveles de temperatura, la calidad del agua y la contaminación atmosférica.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3d9873e5-7128-49d9-9048-f72b8ea4b29e,gestionar los bosques y los recursos forestales,Desarrollar planes de gestión forestal mediante la aplicación de métodos empresariales y principios forestales con el fin de gestionar eficazmente los recursos forestales.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/3de6d427-546b-450b-97ba-d3d50eb274da,operar equipos de purificación de agua,"Operar y ajustar los controles del equipo para purificar y aclarar el agua, procesar y tratar aguas residuales, aire y sólidos, reciclar o descargar agua tratada y generar energía.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/3dffcb35-26d4-4fee-8517-002f9e40508a,integrar la energía de biogás en edificios,"Diseñar instalaciones de calefacción y agua caliente potable haciendo uso del biogás y realizar los cálculos pertinentes.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3e25fd3e-2bcd-4320-9587-0aadf7fb93b1,asesorar sobre la protección del suelo y del agua,"Asesorar sobre métodos para proteger el suelo y las fuentes de agua frente a la contaminación, como por ejemplo frente a la lixiviación del nitrato, que es responsable de la erosión del terreno.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3e37d714-4d65-416d-a138-46f7e2a98073,diseñar instalaciones para bombas de calor,"Diseñar un sistema de bomba de calor, en particular los cálculos de la pérdida o transmisión de calor, la capacidad necesaria, monovalente o bivalente, los balances energéticos y la reducción del ruido.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3ecde258-d1c6-4d6a-bfa7-ec4c5e4fc700,diseñar soluciones de mezclado ecológicas,"Diseñar soluciones de mezclado en las que se utilicen ingredientes biológicos en lugar de sintéticos. Evaluar la posibilidad de utilizar aceites vegetales, rellenos y polímeros y los avances recientes en este sentido.
	",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/3edfa33c-c644-4a9a-acd1-e82039daa663,promover el uso del transporte sostenible,"Promover el uso del transporte sostenible para reducir la huella de carbono y el ruido, así como para aumentar la seguridad y la eficiencia de los sistemas de transporte. Determinar el rendimiento en relación con el uso del transporte sostenible, fijar objetivos para promover el uso del transporte sostenible y proponer alternativas de transporte inocuas para el medio ambiente.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/3efd2b02-f6f8-4911-a154-8bfcaeadeb5d,origen de las grasas y aceites alimentarios,La distinción entre materias grasas alimentarias que proceden de animales y los aceites que proceden de vegetales.,knowledge,sector-specific
http://data.europa.eu/esco/skill/3f82a026-8a37-4b54-9ebb-7702b66eeb24,realizar investigaciones ambientales,"Llevar a cabo investigaciones ambientales cuando sea necesario, comprobando los procedimientos reglamentarios, las posibles actuaciones legales u otros tipos de reclamaciones.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/407b1474-7cfb-4538-823b-7667604f0267,restaurar el medio natural afectado por pruebas de perforación,Restaurar la zona de perforación a su condición ambiental natural en caso de que no se realice la perforación.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/40f65a56-ccbe-4601-9f32-1cc6cdd24f28,gestión de residuos,"Los métodos, materiales y reglamentos utilizados para la recogida, el transporte, el tratamiento y la eliminación de residuos. Esto incluye el reciclado y el seguimiento de la eliminación de residuos.",knowledge,cross-sector
http://data.europa.eu/esco/skill/40fa39b5-0f69-432a-b5ea-b01b5d98649a,eliminar residuos peligrosos,Eliminar los materiales peligrosos como sustancias químicas o radiactivas de acuerdo con las normas ambientales y en materia de salud y seguridad.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/41168850-6e3f-4fc8-afd5-9337f0c66190,evaluar el impacto ambiental de las actividades acuícolas,"Medir el impacto ambiental de las actividades acuícolas de una empresa. Tener en cuenta factores como la calidad del mar y las aguas superficiales, los hábitats de los peces y las plantas marinas y los riesgos relacionados con la calidad del aire, el olor y el ruido.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/41bbfa08-ce0b-478f-beaa-f51c62e61796,instalar tragaluces,"Instalar varios tipos de tragaluces como claraboyas, ventanas abuhardilladas y ventanas de techo plano.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/41de7eb8-be07-4822-ba85-b76e9b8d6e4e,gestión sostenible de los bosques,"La administración y el uso de las tierras forestales de una forma y con una intensidad tales que mantengan su productividad, biodiversidad, capacidad de regeneración y vitalidad, así como su potencial para atender, ahora y en el futuro, las funciones ecológicas, económicas y sociales relevantes a escala local, nacional y mundial de modo que no causen daño a otros ecosistemas.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/4300b453-9bcf-474c-9ee3-92ec2229720c,normas mundiales de información sobre la sostenibilidad,"El marco estandarizado mundial para la presentación de información que permite a las organizaciones cuantificar y comunicar su impacto ambiental, social y de gobernanza.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/442328a8-8a11-4e15-b80c-402a9bd5844d,investigar sobre los procesos climatológicos,Llevar a cabo investigaciones sobre los sucesos característicos que se producen en la atmósfera durante las interacciones y transformaciones de varios componentes atmosféricos y distintas condiciones atmosféricas.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/44493977-83c4-49e0-88b2-28435da57cd0,reducir el impacto ambiental en la región,"Minimizar el desperdicio de materiales y eliminar los desechos correctamente. Minimizar los daños a las plantas, las características y las zonas circundantes.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/444d3725-902f-49aa-9363-7de405bb991d,determinar el impacto de determinadas actividades acuícolas,"Identificar y medir los impactos biológicos, fisicoquímicos de la actividad acuícola específica en el medio ambiente. Realizar todas las pruebas necesarias, incluida la recogida y el procesamiento de muestras para análisis.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/44d5340c-45df-4478-9e55-2363342a7324,diseño de soluciones de reforma de edificios,"Proporcionar algo con un componente o característica que no se instaló durante la fabricación, o añadir algo que no tenía en la construcción original. Se utiliza en relación con la instalación de nuevos sistemas de edificios, como la calefacción, pero también podría referirse a la obra del edificio, por ejemplo, incorporar materiales de aislamiento o doble acristalamiento. Diseñar soluciones para reformar edificios residenciales y comerciales existentes con el fin de mejorar sus prestaciones, por ejemplo reduciendo el consumo de energía y agua. Evaluar la gama de tecnologías de reforma disponibles y seleccionar las más adecuadas en función de las características del edificio.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/450aeb6d-5f23-4e08-b088-3bbefbfb9f2d,ecología acuática,"La ecología acuática es el estudio de los organismos acuáticos, cómo interactúan, donde viven, y lo que hacen.",knowledge,cross-sector
http://data.europa.eu/esco/skill/4548416b-2310-4afc-bd6a-c022d3e41014,garantizar la rentabilidad en la fabricación de alimentos,"Asegurarse de que todo el proceso de fabricación de alimentos, desde la recepción de materias primas, la producción, hasta la fabricación de alimentos y los procesos de envasado, ser rentable y eficiente.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4562497f-836c-415a-b5ce-4ec3b5766d09,proponer ingredientes alternativos para las mezclas de caucho,"Identificar ingredientes de las mezclas de caucho potencialmente tóxicos y proponer ingredientes o mezclas alternativos con una funcionalidad similar.
	",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/456f68b4-ca28-4029-a67f-7813b2c6cb4d,ética alimentaria,"Conjunto de valores y principios éticos que guían la producción, la distribución y el consumo de alimentos. Abarca una gran variedad de cuestiones, como la seguridad alimentaria, la sostenibilidad medioambiental, la sensibilidad cultural, las prácticas laborales justas, el bienestar animal y la responsabilidad social. La ética alimentaria puede abarcar la responsabilidad colectiva e individual.
	",knowledge,sector-specific
http://data.europa.eu/esco/skill/45b2a257-1c28-4c84-bc71-a4871e398c54,analizar posibles emplazamientos de parques eólicos,"Realizar trabajos de investigación in situ y con el empleo de un atlas eólico para evaluar las distintas ubicaciones que podrían ser adecuadas para la construcción de grupos de turbinas eólicas, realizar asimismo investigaciones de seguimiento de la ubicación para ayudar en el desarrollo de los planes de construcción.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/45b79278-465a-4eed-8809-369318bab119,desarrollar estrategias de descontaminación de yacimientos,Realizar estudios de campo y proporcionar asesoramiento sobre áreas con contaminación en el suelo o las aguas subterráneas en zonas industriales y yacimientos. Diseñar métodos para el almacenamiento del suelo excavado. Desarrollar estrategias para rehabilitar los yacimientos mineros agotados y devolverlos a un estado natural.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/46454506-fb7c-4ad7-84e0-d4a6a5589ea1,diseño de edificios de consumo de energía nulo,El principio de diseño y construcción según el cual la cantidad neta de energía utilizada por el edificio equivale a la cantidad de energía renovable generada por el propio edificio. El concepto se refiere a construcciones autosostenibles.,knowledge,sector-specific
http://data.europa.eu/esco/skill/465af498-53b1-4e04-9f49-7458afb59274,diseñar equipos para la prestación de servicios públicos,"Diseñar equipos que se utilicen para la prestación de servicios públicos, como calor, vapor, energía y refrigeración, con el fin de mejorar la eficiencia y la sostenibilidad en la provisión de servicios públicos a instalaciones y propiedades residenciales.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/467cfa0a-f6d8-4f07-a770-11d2ea3546cd,reducir las emisiones del curtido,"Ajustar la formulación de la operación de acabado en función del tipo de mercado de destino del cuero evitando las emisiones de compuestos orgánicos volátiles.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b,fomentar la sostenibilidad,"Promover el concepto de sostenibilidad al público, colegas y compañeros de trabajo a través de discursos, visitas guiadas, exposiciones y talleres.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,ingeniería de seguridad,"Estudio de los riesgos asociados a los diseños y sistemas proyectados mediante ingeniería, la prevención de accidentes y los beneficios para la seguridad derivados de la reducción de muertes y lesiones. Esta disciplina se centra en analizar y mitigar posibles peligros en los procesos de ingeniería.
	",knowledge,cross-sector
http://data.europa.eu/esco/skill/47f14289-3bcd-4575-9cc1-15c582d1da29,gestionar plantas de tratamiento de basura,"Gestionar las operaciones de una instalación que se ocupa del tratamiento y la eliminación de residuos, como los procedimientos de selección, reciclado y almacenamiento, garantizando el mantenimiento de las instalaciones y de sus equipos y que estos se ajusten a la legislación.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4817fa29-7e52-41ee-a112-c1454012ca95,evaluar los planos de construcción de instalaciones de tratamiento de residuos,Determinar si los planos de construcción de nuevas instalaciones de tratamiento de residuos son conformes a las ordenanzas.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/492214f5-5bfd-4f2a-9a48-c36240ce100d,respetar políticas respetuosas del medio ambiente en la producción de alimentos,"Garantizar una política respetuosa con el medio ambiente cuando trabaje con recursos naturales como carne, frutas y verduras. Esto equivale a gestionar los recursos de la manera más eficiente y respetuosa con la naturaleza, intentando al mismo tiempo minimizar la presión sobre el ecosistema.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/49298916-2090-4b08-ac57-5cfedaa5af36,reducir el impacto de la fabricación de calzado en el medioambiente,Evaluar el impacto ambiental de la fabricación de calzado y minimizar los riesgos medioambientales. Reducir las prácticas laborales ecológicamente nocivas en las diferentes fases de la fabricación de calzado.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/4aba6668-6118-4953-804b-869cef94422a,eliminar residuos no peligrosos,Eliminar los residuos que no presenten ningún riesgo para la salud y la seguridad de manera conforme con los procedimientos de reciclado y gestión de residuos.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/4ac715f8-7c4e-4e78-a96d-2398b8bdc49d,planificar la construcción de vivienda pública,"Planificar la construcción de vivienda pública, respetando la normativa arquitectónica y los principios de planificación urbana.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4b5f0aeb-875b-4afb-befc-2465b45602d8,inspeccionar procedimientos de reciclaje,"Inspeccionar la aplicación de procedimientos de gestión y reciclaje de residuos en una organización, y la legislación aplicable, a fin de garantizar su cumplimiento.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,adoptar vías para reducir el impacto negativo del consumo,"Aplicar principios, políticas y reglamentación centrados en la sostenibilidad ambiental, en especial en la reducción de los residuos, el consumo de energía y agua, la reutilización y el reciclado de productos, y la participación en la economía colaborativa.
  ",skill/competence,transversal
http://data.europa.eu/esco/skill/4c4235a9-a1fb-403f-a173-37d9297c218c,reciclar estiércol,"Aplicar técnicas de gestión del estiércol con una frecuencia apropiada con el fin de reutilizarlo como nutrientes orgánicos para el suelo y disminuir las repercusiones para el medio ambiente.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4c598891-db23-4b7c-9b39-233ba8eaf848,arquitectura paisajista,Los principios y las prácticas que se usan en la arquitectura y el diseño de las zonas exteriores.,knowledge,sector-specific
http://data.europa.eu/esco/skill/4c5fed97-939f-4050-adc0-7adaf15065e5,planificar el desarrollo de recursos hídricos,Controlar la lluvia y el uso del agua para organizar el desarrollo de los recursos hídricos.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4ca83b9d-afa0-49f8-b7af-e4e6a42ad299,principios de la producción vegetal,"Principios del crecimiento de cultivos, ciclo natural, cuidados de la naturaleza, condiciones de crecimiento y principios de producción ecológica y sostenible. Criterios de calidad y requisitos aplicables a las semillas, plantas y cultivos.",knowledge,sector-specific
http://data.europa.eu/esco/skill/4d032f82-6279-48e6-9892-116440a071e3,asesorar sobre prevención de la contaminación,Asesorar a las personas y organizaciones sobre el desarrollo y la ejecución de acciones que contribuyan a la prevención de la contaminación y a sus riesgos asociados.,skill/competence,cross-sector
http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9,aplicar un pensamiento de diseño sistémico,"Aplicar el proceso consistente en combinar metodologías de pensamiento sistémico con un diseño centrado en el ser humano con el fin de solucionar retos sociales complejos de una manera innovadora y sostenible. Lo más frecuente es que se emplee en prácticas de innovación social que se centran menos en diseñar productos y servicios aislados y más en diseñar sistemas de servicios, organizaciones o políticas complejos que ofrezcan un valor añadido para la sociedad en su conjunto.
	",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,eficiencia energética de los edificios,Factores que contribuyen a reducir el consumo energético de los edificios. Técnicas de construcción y renovación utilizadas para conseguirlo. Legislación y procedimientos relativos a la eficiencia energética de los edificios.,knowledge,cross-sector
http://data.europa.eu/esco/skill/4e0a7f6e-b546-4cc6-9f8b-53e4fa31a426,diseñar redes inteligentes,"Diseñar el sistema de redes inteligentes y realizar los cálculos pertinentes tomando como base la carga calorífica, las curvas de caudales clasificados, las simulaciones energéticas, etc.
   ",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4e0ba879-1cf3-4260-822b-2c2e3cc5e269,instalar sistemas de energía eólica en tierra,"Instalar sistemas que generan energía eléctrica a través de tecnologías de energía eólica en tierra. Colocar las turbinas en la base, instalar la conexión eléctrica y conectar las redes del parque eólico.
	",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/4e87c852-602a-4a0e-b8d8-20709ce14ac5,evaluar el ciclo de vida de los recursos,"Evaluar el uso y el posible reciclaje de materias primas durante todo el ciclo de vida del producto. Tener en cuenta la normativa aplicable, como el paquete de medidas sobre la economía circular de la Comisión Europea.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4ee4ed1d-dc38-48e0-a9e6-a6b64f316ea6,políticas relativas al agua,"El marco de políticas, estrategias, instituciones y reglamentaciones relativas al agua.",knowledge,cross-sector
http://data.europa.eu/esco/skill/4efb00d2-e8b3-4d13-8ab7-70bc7a0a8af9,investigar microclimas para edificios,"Investigar soluciones apropiadas relacionadas con la creación de condiciones de microclima para los edificios con el fin de garantizar un consumo de energía responsable y el confort térmico. Estudiar estrategias de diseño pasivo, como la luz natural, la refrigeración pasiva, la refrigeración natural, la masa térmica, la calefacción solar y otras.
	",skill/competence,sector-specific
http://data.europa.eu/esco/skill/4f4ca760-970a-4839-9ce2-ab85ed66772e,eliminar residuos de corte,"Eliminar el material residual potencialmente peligroso creado en el proceso de corte, como las virutas, los desechos y materiales, clasificarlo según la reglamentación y limpiar el lugar de trabajo.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4fb7f781-9362-426a-9eb6-65c360f83e31,realizar actividades de limpieza de forma respetuosa con el medioambiente,"Realizar todas las tareas de limpieza de una manera que se minimicen los daños ambientales, seguir métodos que reduzcan la contaminación y el desperdicio de recursos.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/4fdcf911-b738-4cf4-80ab-aa5a14d22f73,elaborar planes de reforestación,"Determinar el mantenimiento y la distribución de plántulas. Identificar enfermedades y daños causados por animales. Preparar y enviar notificaciones, planes escritos y presupuestos de reforestación.",skill/competence,sector-specific
http://data.europa.eu/esco/skill/507e2b21-1285-47e9-bf09-0db794df1bf0,elaborar una política medioambiental,"Desarrollar una política organizativa sobre desarrollo sostenible y cumplimiento de la legislación medioambiental, en consonancia con los mecanismos de actuación política utilizados en el ámbito de la protección del medio ambiente.",skill/competence,cross-sector
http://data.europa.eu/esco/skill/509ff122-3546-40a7-ae02-3ee7395b3a76,legislación relativa al transporte por carretera,"La normativa de ámbito regional, nacional y europeo en materia de requisitos de seguridad y medio ambiente para las operaciones de transporte por carretera.",knowledge,sector-specific
http://data.europa.eu/esco/skill/50a382c6-e848-467d-b156-7a1a3610b522,evolución de las proyecciones económicas,"Los cambios ecológicos y económicos de la sociedad y la evolución de estos factores durante las previsiones económicas pasadas, presentes y futuras.",knowledge,cross-sector
http://data.europa.eu/esco/skill/50ac5186-bb18-4ffb-9f29-00636853c8ea,diseñar sistemas de energía solar,Desarrollar especificaciones de diseño de sistemas de energía solar y sus componentes. Crear listas de comprobación para la inspección y el control de proyectos de instalación solar completados.,skill/competence,sector-specific
http://data.europa.eu/esco/skill/50b7b13a-4e58-43b8-b7c4-edbd09145798,cuidar la flora y la fauna silvestre,"Cuidar flora y la fauna silvestre, los árboles y las plantas del bosque y manténgalos.",skill/competence,occupation-specific
http://data.europa.eu/esco/skill/50e6eba0-4440-4ba5-bb58-3ee78a96e29b,hidroelectricidad,"La generación de energía eléctrica mediante el uso de energía hidráulica, que utiliza la fuerza gravitacional del agua en movimiento, así como los beneficios y aspectos negativos del uso de la energía hidroeléctrica como fuente de energía renovable.",knowledge,cross-sector
http://data.europa.eu/esco/skill/51399b1c-15d6-4e4c-8673-30c25a094fce,promover un empaquetado sostenible,Aplicar políticas de embalaje seguras y saludables; maximizar el uso de materiales de origen reciclado o renovables; implementar tecnologías de producción limpia.,skill/competence,occupation-specific
http://data.europa.eu/esco/skill/51729032-56d3-4092-9dd8-23d6cbd97511,enseñar principios de energía,"Instruir a los estudiantes en la teoría y la práctica de la energía, con el objetivo de ayudarles a desarrollar una carrera futura en este campo, más específicamente en el mantenimiento y la reparación de procesos y equipos de las plantas energéticas.",skill/competence,sector-specific
