dpto,rama_ciiu,empleo,periodo,ano,mes
41,11,1914.96332177,2022-12,2022,12
41,13,418.58785652,2022-12,2022,12
41,14,2163.70033826,2022-12,2022,12
41,15,465.40590942,2022-12,2022,12
41,17,183.1141907,2022-12,2022,12
41,18,277.3338098,2022-12,2022,12
41,20,204.30553591,2022-12,2022,12
41,23,485.05192258,2022-12,2022,12
41,25,5570.303430342,2022-12,2022,12
41,31,870.4945090140001,2022-12,2022,12
41,32,752.3372660299999,2022-12,2022,12
41,33,586.17187815,2022-12,2022,12
41,35,930.329032466,2022-12,2022,12
41,36,792.01128054,2022-12,2022,12
41,38,834.25255858,2022-12,2022,12
41,41,21649.703880844,2022-12,2022,12
41,42,4675.39263081,2022-12,2022,12
41,43,4596.72068479,2022-12,2022,12
41,45,10778.647384379,2022-12,2022,12
41,46,6303.64643697,2022-12,2022,12
41,47,35316.86180354,2022-12,2022,12
41,49,14789.951971923,2022-12,2022,12
41,52,1266.66955433,2022-12,2022,12
41,53,520.47989902,2022-12,2022,12
41,55,484.28571440999997,2022-12,2022,12
41,56,24132.028657439,2022-12,2022,12
41,58,177.80647606,2022-12,2022,12
41,61,1917.956984264,2022-12,2022,12
41,62,794.047758028,2022-12,2022,12
41,64,3909.6389318,2022-12,2022,12
41,65,929.0072183699999,2022-12,2022,12
41,68,1555.56703958,2022-12,2022,12
41,69,2179.02568163,2022-12,2022,12
41,70,301.46138101,2022-12,2022,12
41,71,433.01076372,2022-12,2022,12
41,72,196.74091496,2022-12,2022,12
41,73,278.39989122,2022-12,2022,12
41,74,121.4216682,2022-12,2022,12
41,77,285.63425165,2022-12,2022,12
41,78,308.91063651,2022-12,2022,12
41,80,2540.88681408,2022-12,2022,12
41,81,16491.293965969,2022-12,2022,12
41,82,525.07759096,2022-12,2022,12
41,84,12713.891211505,2022-12,2022,12
41,85,11385.760256689,2022-12,2022,12
41,86,11564.578717148,2022-12,2022,12
41,87,274.76978638,2022-12,2022,12
41,88,1782.2691023999998,2022-12,2022,12
41,90,734.79976949,2022-12,2022,12
41,92,583.88410507,2022-12,2022,12
41,94,1976.3328573669999,2022-12,2022,12
41,95,4933.540709105,2022-12,2022,12
41,96,8148.812272161999,2022-12,2022,12
41,97,1630.396501954,2022-12,2022,12
44,1,54119.517147801,2022-12,2022,12
44,3,280.05433544,2022-12,2022,12
44,5,6829.48051461,2022-12,2022,12
44,6,118.03573852,2022-12,2022,12
44,10,875.535972174,2022-12,2022,12
44,11,75.083209023,2022-12,2022,12
44,13,1754.183633512,2022-12,2022,12
44,14,3020.37369643,2022-12,2022,12
44,15,64132.96396106,2022-12,2022,12
44,16,67.929537776,2022-12,2022,12
44,23,1518.4285817,2022-12,2022,12
44,25,1965.026924533,2022-12,2022,12
44,31,1313.389128214,2022-12,2022,12
44,33,75.094710044,2022-12,2022,12
44,35,346.042675545,2022-12,2022,12
44,36,1347.734433974,2022-12,2022,12
44,38,3302.433324533,2022-12,2022,12
44,41,17654.006714339,2022-12,2022,12
44,42,2741.304129148,2022-12,2022,12
44,43,1351.100591264,2022-12,2022,12
44,45,7998.018201223001,2022-12,2022,12
44,46,2202.2917194770002,2022-12,2022,12
44,47,23597.941148018,2022-12,2022,12
44,49,37841.685781123,2022-12,2022,12
44,52,2206.4036880969998,2022-12,2022,12
44,53,1096.750149314,2022-12,2022,12
44,55,470.29698189199996,2022-12,2022,12
44,56,18659.580954055,2022-12,2022,12
44,60,606.75915575,2022-12,2022,12
44,61,686.8511456580001,2022-12,2022,12
44,62,149.05713583,2022-12,2022,12
44,63,101.32804551,2022-12,2022,12
44,64,555.588595764,2022-12,2022,12
44,65,41.530686447,2022-12,2022,12
44,68,347.05892884700006,2022-12,2022,12
44,69,758.415734112,2022-12,2022,12
44,70,109.29235048,2022-12,2022,12
44,71,164.954650008,2022-12,2022,12
44,73,69.960161475,2022-12,2022,12
44,74,155.255644352,2022-12,2022,12
44,80,1454.6268176899998,2022-12,2022,12
44,81,4912.476343782,2022-12,2022,12
44,82,384.92895807,2022-12,2022,12
44,84,3995.0193943490003,2022-12,2022,12
44,85,17162.829135721,2022-12,2022,12
44,86,5755.065315275,2022-12,2022,12
44,88,3489.966680526,2022-12,2022,12
44,90,395.889359704,2022-12,2022,12
44,92,626.721399954,2022-12,2022,12
44,93,378.939452419,2022-12,2022,12
44,94,1246.274734487,2022-12,2022,12
44,95,4464.930137407,2022-12,2022,12
44,96,6831.443864203,2022-12,2022,12
44,97,14005.15861796,2022-12,2022,12
44,99,500.77533595,2022-12,2022,12
47,1,140589.24330113,2022-12,2022,12
47,2,3647.2995511,2022-12,2022,12
47,3,13695.924588670001,2022-12,2022,12
47,5,1655.25750116,2022-12,2022,12
47,10,7477.21864748,2022-12,2022,12
47,11,2211.78484743,2022-12,2022,12
47,13,518.33811233,2022-12,2022,12
47,14,5910.84152171,2022-12,2022,12
47,15,562.6344239499999,2022-12,2022,12
47,17,182.9334341,2022-12,2022,12
47,18,275.89305248,2022-12,2022,12
47,19,687.20663168,2022-12,2022,12
47,22,240.37107608,2022-12,2022,12
47,23,3557.06393116,2022-12,2022,12
47,25,3802.252809,2022-12,2022,12
47,28,229.8053162,2022-12,2022,12
47,31,1548.71806984,2022-12,2022,12
47,32,1969.0554185800002,2022-12,2022,12
47,33,4423.45289959,2022-12,2022,12
47,35,1649.53805375,2022-12,2022,12
47,36,4382.23514173,2022-12,2022,12
47,38,3166.62092815,2022-12,2022,12
47,41,28535.30805744,2022-12,2022,12
47,42,3474.84983007,2022-12,2022,12
47,43,6689.24609126,2022-12,2022,12
47,45,9493.33757764,2022-12,2022,12
47,46,13315.18310276,2022-12,2022,12
47,47,91430.636887591,2022-12,2022,12
47,49,42580.79522974,2022-12,2022,12
47,50,567.00791898,2022-12,2022,12
47,51,266.25294855,2022-12,2022,12
47,52,8001.39671199,2022-12,2022,12
47,53,2534.11072035,2022-12,2022,12
47,55,7143.7249215,2022-12,2022,12
47,56,46330.4533057,2022-12,2022,12
47,58,576.80901468,2022-12,2022,12
47,61,2000.41789323,2022-12,2022,12
47,62,895.59810728,2022-12,2022,12
47,63,246.5254716,2022-12,2022,12
47,64,3508.00792365,2022-12,2022,12
47,65,834.66216021,2022-12,2022,12
47,68,3466.342629031,2022-12,2022,12
47,69,3302.646458989,2022-12,2022,12
47,70,194.89383123,2022-12,2022,12
47,71,1208.58148084,2022-12,2022,12
47,72,190.12357407,2022-12,2022,12
47,73,2448.86596845,2022-12,2022,12
47,74,1429.9802036199999,2022-12,2022,12
47,75,3433.1482525399997,2022-12,2022,12
47,77,480.80948671,2022-12,2022,12
47,79,1340.99408072,2022-12,2022,12
47,80,1468.7519994099998,2022-12,2022,12
47,81,13845.902981777,2022-12,2022,12
47,82,973.4011639600001,2022-12,2022,12
47,84,10214.242810889,2022-12,2022,12
47,85,17657.178842167,2022-12,2022,12
47,86,10627.52194608,2022-12,2022,12
47,87,250.86287707,2022-12,2022,12
47,88,3225.26323916,2022-12,2022,12
47,90,195.77672607,2022-12,2022,12
47,92,2754.72686547,2022-12,2022,12
47,93,5130.48653941,2022-12,2022,12
47,94,1331.53412271,2022-12,2022,12
47,95,4978.47327951,2022-12,2022,12
47,96,17122.199747474,2022-12,2022,12
47,97,25495.08351104,2022-12,2022,12
47,99,173.58588189,2022-12,2022,12
50,1,75804.42617372,2022-12,2022,12
50,6,2818.7039192400002,2022-12,2022,12
50,9,958.84657513,2022-12,2022,12
50,10,16848.4854292,2022-12,2022,12
50,11,762.03450006,2022-12,2022,12
50,13,250.81324639,2022-12,2022,12
50,14,1689.30495907,2022-12,2022,12
50,15,1320.98442153,2022-12,2022,12
50,20,524.58979016,2022-12,2022,12
50,23,361.703526968,2022-12,2022,12
50,25,6954.37947254,2022-12,2022,12
50,28,398.28157884,2022-12,2022,12
50,30,212.07178567,2022-12,2022,12
50,31,2153.76444212,2022-12,2022,12
50,33,3544.19378775,2022-12,2022,12
50,35,1413.14232623,2022-12,2022,12
50,36,2360.8193814799997,2022-12,2022,12
50,38,5110.1908321,2022-12,2022,12
50,41,26156.77834791,2022-12,2022,12
50,42,15498.66803807,2022-12,2022,12
50,43,5088.93178201,2022-12,2022,12
50,45,14178.26022981,2022-12,2022,12
50,46,13573.39904672,2022-12,2022,12
50,47,69087.592628913,2022-12,2022,12
50,49,19474.53301007,2022-12,2022,12
50,52,4513.81831958,2022-12,2022,12
50,53,2685.50719341,2022-12,2022,12
50,55,1350.44129556,2022-12,2022,12
50,56,33627.307434349,2022-12,2022,12
50,58,1081.1737318,2022-12,2022,12
50,60,1038.48899379,2022-12,2022,12
50,61,1566.52769715,2022-12,2022,12
50,62,960.29917955,2022-12,2022,12
50,64,4384.87950363,2022-12,2022,12
50,65,791.15050774,2022-12,2022,12
50,68,6795.54479605,2022-12,2022,12
50,69,2598.27793565,2022-12,2022,12
50,70,2030.8528828199999,2022-12,2022,12
50,71,2321.01471817,2022-12,2022,12
50,73,1452.44561582,2022-12,2022,12
50,74,2398.86658639,2022-12,2022,12
50,75,653.2444773,2022-12,2022,12
50,77,958.3732008300001,2022-12,2022,12
50,79,3105.10988399,2022-12,2022,12
50,80,853.73275996,2022-12,2022,12
50,81,13334.063030109999,2022-12,2022,12
50,82,1493.55948971,2022-12,2022,12
50,84,22839.11137856,2022-12,2022,12
50,85,14295.74926193,2022-12,2022,12
50,86,11873.935674674,2022-12,2022,12
50,87,897.61014217,2022-12,2022,12
50,88,2185.31706356,2022-12,2022,12
50,90,947.33874982,2022-12,2022,12
50,91,512.10083545,2022-12,2022,12
50,92,1033.36617213,2022-12,2022,12
50,93,3855.24256404,2022-12,2022,12
50,94,2531.77406099,2022-12,2022,12
50,95,3704.69565707,2022-12,2022,12
50,96,10675.07623431,2022-12,2022,12
50,97,12999.42019181,2022-12,2022,12
50,99,381.65865452,2022-12,2022,12
52,1,299138.45042797603,2022-12,2022,12
52,3,19481.022190327,2022-12,2022,12
52,6,347.96071837,2022-12,2022,12
52,7,80871.00419,2022-12,2022,12
52,10,21561.04375945,2022-12,2022,12
52,11,767.1246082700001,2022-12,2022,12
52,12,149.22412067,2022-12,2022,12
52,14,8447.56967854,2022-12,2022,12
52,15,2183.5997571,2022-12,2022,12
52,16,1165.8697255900001,2022-12,2022,12
52,18,122.43665884,2022-12,2022,12
52,21,194.67618946,2022-12,2022,12
52,23,265.8774298,2022-12,2022,12
52,25,3596.2083154800002,2022-12,2022,12
52,26,100.32462508,2022-12,2022,12
52,27,153.27867396,2022-12,2022,12
52,29,122.51363943,2022-12,2022,12
52,31,4585.66616942,2022-12,2022,12
52,32,1298.1232304700002,2022-12,2022,12
52,33,354.747474506,2022-12,2022,12
52,35,1125.20039636,2022-12,2022,12
52,36,2522.61054361,2022-12,2022,12
52,38,6901.12182299,2022-12,2022,12
52,41,60463.871031513,2022-12,2022,12
52,42,4107.717962522,2022-12,2022,12
52,43,6505.289070248,2022-12,2022,12
52,45,12950.221636882,2022-12,2022,12
52,46,9908.180677603,2022-12,2022,12
52,47,101835.088806197,2022-12,2022,12
52,49,32879.38833145,2022-12,2022,12
52,51,867.99322197,2022-12,2022,12
52,52,14753.24437317,2022-12,2022,12
52,53,2892.556818354,2022-12,2022,12
52,55,1347.656565253,2022-12,2022,12
52,56,33726.704793328,2022-12,2022,12
52,58,246.147960339,2022-12,2022,12
52,61,941.06348628,2022-12,2022,12
52,62,1116.23626499,2022-12,2022,12
52,64,1623.928485644,2022-12,2022,12
52,65,2361.35888511,2022-12,2022,12
52,68,5068.32722709,2022-12,2022,12
52,69,2945.438402954,2022-12,2022,12
52,70,763.9867553400001,2022-12,2022,12
52,71,1571.408161152,2022-12,2022,12
52,73,2419.57120467,2022-12,2022,12
52,74,5683.83709946,2022-12,2022,12
52,77,4371.40143051,2022-12,2022,12
52,78,314.73730197,2022-12,2022,12
52,79,351.76825569,2022-12,2022,12
52,80,3008.5582863,2022-12,2022,12
52,81,21626.974388026,2022-12,2022,12
52,82,1022.3095809,2022-12,2022,12
52,84,14001.846940487,2022-12,2022,12
52,85,19002.337024267,2022-12,2022,12
52,86,16348.172448818,2022-12,2022,12
52,88,4965.10573797,2022-12,2022,12
52,90,308.07974401,2022-12,2022,12
52,91,276.53970633999995,2022-12,2022,12
52,92,5960.828864144,2022-12,2022,12
52,93,1458.7939375629999,2022-12,2022,12
52,94,7255.91967563,2022-12,2022,12
52,95,2707.32496343,2022-12,2022,12
52,96,14121.762732509,2022-12,2022,12
52,97,18633.430171932,2022-12,2022,12
52,99,619.41275565,2022-12,2022,12
54,1,109082.50126995,2022-12,2022,12
54,3,852.2973266,2022-12,2022,12
54,5,7379.809391,2022-12,2022,12
54,10,12500.85256875,2022-12,2022,12
54,11,265.92128067,2022-12,2022,12
54,13,2445.46840497,2022-12,2022,12
54,14,16204.87536419,2022-12,2022,12
54,15,14319.80230935,2022-12,2022,12
54,17,277.93569717,2022-12,2022,12
54,18,295.59791439,2022-12,2022,12
54,20,983.22777629,2022-12,2022,12
54,21,312.08664468,2022-12,2022,12
54,22,594.9652425500001,2022-12,2022,12
54,23,4257.14042624,2022-12,2022,12
54,25,7626.12567684,2022-12,2022,12
54,31,4720.40780898,2022-12,2022,12
54,32,1422.35006247,2022-12,2022,12
54,33,3155.66367977,2022-12,2022,12
54,35,4383.53811005,2022-12,2022,12
54,36,1483.50051362,2022-12,2022,12
54,38,5230.60229596,2022-12,2022,12
54,41,49012.3714045,2022-12,2022,12
54,42,5041.66895979,2022-12,2022,12
54,43,4341.12170681,2022-12,2022,12
54,45,21125.27542667,2022-12,2022,12
54,46,15775.91679802,2022-12,2022,12
54,47,97418.72171700001,2022-12,2022,12
54,49,26331.33403613,2022-12,2022,12
54,52,8943.21288298,2022-12,2022,12
54,53,6916.28675315,2022-12,2022,12
54,55,1667.20967878,2022-12,2022,12
54,56,47163.74608974,2022-12,2022,12
54,58,299.48221629,2022-12,2022,12
54,61,1484.79627871,2022-12,2022,12
54,62,2289.99463965,2022-12,2022,12
54,63,388.42115332,2022-12,2022,12
54,64,3570.45003507,2022-12,2022,12
54,65,359.9468865,2022-12,2022,12
54,66,419.39564054,2022-12,2022,12
54,68,1807.8737609099999,2022-12,2022,12
54,69,4201.49487278,2022-12,2022,12
54,71,3549.5105843,2022-12,2022,12
54,73,5170.05739184,2022-12,2022,12
54,74,4536.92332246,2022-12,2022,12
54,75,367.35057424,2022-12,2022,12
54,77,1524.42314755,2022-12,2022,12
54,80,5373.72816512,2022-12,2022,12
54,81,35094.96238711,2022-12,2022,12
54,82,1643.0012074800002,2022-12,2022,12
54,84,19553.03320355,2022-12,2022,12
54,85,21815.61604083,2022-12,2022,12
54,86,18956.12890945,2022-12,2022,12
54,87,451.29616064,2022-12,2022,12
54,88,6532.9149131,2022-12,2022,12
54,92,1973.89191763,2022-12,2022,12
54,93,2643.89044509,2022-12,2022,12
54,94,1967.8765909899998,2022-12,2022,12
54,95,8185.97025868,2022-12,2022,12
54,96,22341.64059015,2022-12,2022,12
54,97,21289.2339022,2022-12,2022,12
54,99,708.90938918,2022-12,2022,12
63,1,30648.73049975,2022-12,2022,12
63,2,387.99217129,2022-12,2022,12
63,10,5019.31298644,2022-12,2022,12
63,11,176.81892269,2022-12,2022,12
63,13,204.12965732,2022-12,2022,12
63,14,3166.09689342,2022-12,2022,12
63,15,1084.09830792,2022-12,2022,12
63,16,1648.08864384,2022-12,2022,12
63,17,761.43427609,2022-12,2022,12
63,18,142.04759431,2022-12,2022,12
63,20,316.87664202999997,2022-12,2022,12
63,22,140.11345207,2022-12,2022,12
63,23,237.96912893,2022-12,2022,12
63,25,1831.70933472,2022-12,2022,12
63,26,252.11669125100002,2022-12,2022,12
63,27,142.50299426,2022-12,2022,12
63,29,462.45590606,2022-12,2022,12
63,30,731.0006274,2022-12,2022,12
63,31,1518.21903194,2022-12,2022,12
63,32,2118.3439208199998,2022-12,2022,12
63,33,763.69803589,2022-12,2022,12
63,35,1643.01089156,2022-12,2022,12
63,36,1100.78134533,2022-12,2022,12
63,38,284.46666342,2022-12,2022,12
63,41,11933.23252264,2022-12,2022,12
63,42,1581.97227641,2022-12,2022,12
63,43,1943.939910672,2022-12,2022,12
63,45,7015.743314134,2022-12,2022,12
63,46,3210.08756569,2022-12,2022,12
63,47,29272.382404119002,2022-12,2022,12
63,49,8237.348756675001,2022-12,2022,12
63,52,2682.54893534,2022-12,2022,12
63,53,698.09385854,2022-12,2022,12
63,55,9159.430378028,2022-12,2022,12
63,56,17043.842069833,2022-12,2022,12
63,58,287.55356402999996,2022-12,2022,12
63,61,2408.6604522,2022-12,2022,12
63,62,1950.73834511,2022-12,2022,12
63,64,1895.001467842,2022-12,2022,12
63,65,896.2738044600001,2022-12,2022,12
63,68,2305.2957482,2022-12,2022,12
63,69,3006.44399592,2022-12,2022,12
63,70,447.72590980999996,2022-12,2022,12
63,73,1288.10024999,2022-12,2022,12
63,74,542.69853689,2022-12,2022,12
63,75,213.49256438,2022-12,2022,12
63,77,324.68652255,2022-12,2022,12
63,78,522.025260393,2022-12,2022,12
63,79,1974.07702637,2022-12,2022,12
63,80,1226.33423472,2022-12,2022,12
63,81,5370.399827775,2022-12,2022,12
63,82,1367.576737679,2022-12,2022,12
63,84,7379.92074557,2022-12,2022,12
63,85,9839.462062818,2022-12,2022,12
63,86,9952.401846561,2022-12,2022,12
63,87,1678.53063515,2022-12,2022,12
63,88,1959.6873730500001,2022-12,2022,12
63,90,1371.87518412,2022-12,2022,12
63,92,1281.04190107,2022-12,2022,12
63,93,3720.90982347,2022-12,2022,12
63,94,803.1192242,2022-12,2022,12
63,95,1846.68983688,2022-12,2022,12
63,96,8927.618010096,2022-12,2022,12
63,97,4060.76267343,2022-12,2022,12
66,1,42313.79645375,2022-12,2022,12
66,3,1623.70958276,2022-12,2022,12
66,7,710.12339392,2022-12,2022,12
66,8,2603.58163469,2022-12,2022,12
66,10,7965.80888606,2022-12,2022,12
66,11,465.16339982,2022-12,2022,12
66,13,1191.71936328,2022-12,2022,12
66,14,10124.39021148,2022-12,2022,12
66,15,854.24293362,2022-12,2022,12
66,16,770.38293901,2022-12,2022,12
66,17,1573.4403734300001,2022-12,2022,12
66,18,492.19958764,2022-12,2022,12
66,20,1114.54540066,2022-12,2022,12
66,21,1587.9410165900001,2022-12,2022,12
66,22,1333.1574562199999,2022-12,2022,12
66,23,3398.51648679,2022-12,2022,12
66,25,6785.3834323500005,2022-12,2022,12
66,26,193.44462806,2022-12,2022,12
66,27,969.46984194,2022-12,2022,12
66,28,186.72368796,2022-12,2022,12
66,29,4443.67187898,2022-12,2022,12
66,30,1453.60154619,2022-12,2022,12
66,31,3138.76774514,2022-12,2022,12
66,32,1404.09526654,2022-12,2022,12
66,33,934.3238679,2022-12,2022,12
66,35,1618.45409759,2022-12,2022,12
66,36,930.91708719,2022-12,2022,12
66,38,3089.89851766,2022-12,2022,12
66,41,21101.2349829,2022-12,2022,12
66,42,2209.99653997,2022-12,2022,12
66,43,8434.34199002,2022-12,2022,12
66,45,14440.01868432,2022-12,2022,12
66,46,9891.301922550001,2022-12,2022,12
66,47,63048.045184173,2022-12,2022,12
66,49,17442.14058709,2022-12,2022,12
66,52,6405.61967087,2022-12,2022,12
66,53,3052.0454464599998,2022-12,2022,12
66,55,5152.921712519999,2022-12,2022,12
66,56,26935.100959967,2022-12,2022,12
66,58,418.6738084,2022-12,2022,12
66,60,182.04280499,2022-12,2022,12
66,61,3504.13307348,2022-12,2022,12
66,62,2426.28638173,2022-12,2022,12
66,64,4093.00674524,2022-12,2022,12
66,65,901.8149779199999,2022-12,2022,12
66,66,256.3715077,2022-12,2022,12
66,68,4775.931388608,2022-12,2022,12
66,69,3106.6522566000003,2022-12,2022,12
66,70,492.14097574,2022-12,2022,12
66,71,1718.34913536,2022-12,2022,12
66,73,2375.85913151,2022-12,2022,12
66,74,3279.99013123,2022-12,2022,12
66,75,735.29820537,2022-12,2022,12
66,77,1072.7804920600001,2022-12,2022,12
66,78,166.83971934,2022-12,2022,12
66,79,1053.84351928,2022-12,2022,12
66,80,3842.3981573700003,2022-12,2022,12
66,81,16068.368202740001,2022-12,2022,12
66,82,6596.6949122999995,2022-12,2022,12
66,84,12768.35372227,2022-12,2022,12
66,85,17016.13746441,2022-12,2022,12
66,86,13795.24253531,2022-12,2022,12
66,87,1157.35390369,2022-12,2022,12
66,88,2697.02363651,2022-12,2022,12
66,90,679.32067198,2022-12,2022,12
66,92,1796.3371561,2022-12,2022,12
66,93,5224.256263130001,2022-12,2022,12
66,94,3895.57964854,2022-12,2022,12
66,95,3975.35956205,2022-12,2022,12
66,96,14940.74677995,2022-12,2022,12
66,97,15949.264587130001,2022-12,2022,12
68,1,199497.95841731,2022-12,2022,12
68,3,259.55332499,2022-12,2022,12
68,5,11503.9143871,2022-12,2022,12
68,6,5971.59960866,2022-12,2022,12
68,9,1137.85226478,2022-12,2022,12
68,10,21565.94754411,2022-12,2022,12
68,11,3269.04250633,2022-12,2022,12
68,12,11343.212042,2022-12,2022,12
68,13,1515.10381283,2022-12,2022,12
68,14,20461.83666524,2022-12,2022,12
68,15,18172.71758723,2022-12,2022,12
68,16,727.8474834399999,2022-12,2022,12
68,17,357.0634746,2022-12,2022,12
68,19,2676.7470817500002,2022-12,2022,12
68,20,1230.02517756,2022-12,2022,12
68,21,1913.2304692,2022-12,2022,12
68,22,4039.7457795100004,2022-12,2022,12
68,23,4459.427478680001,2022-12,2022,12
68,24,500.47068808,2022-12,2022,12
68,25,4651.11026328,2022-12,2022,12
68,27,331.47548175,2022-12,2022,12
68,28,341.66186536,2022-12,2022,12
68,31,5828.56384065,2022-12,2022,12
68,32,5081.08421837,2022-12,2022,12
68,33,2601.55789027,2022-12,2022,12
68,35,6159.87962141,2022-12,2022,12
68,36,564.4903253499999,2022-12,2022,12
68,38,4923.39977355,2022-12,2022,12
68,41,51023.1865342,2022-12,2022,12
68,42,14886.123309679999,2022-12,2022,12
68,43,19103.33163317,2022-12,2022,12
68,45,24277.41125871,2022-12,2022,12
68,46,23103.21354621,2022-12,2022,12
68,47,138407.51369515,2022-12,2022,12
68,49,54729.42190414,2022-12,2022,12
68,52,3718.6303784,2022-12,2022,12
68,53,13966.71212474,2022-12,2022,12
68,55,6296.54561668,2022-12,2022,12
68,56,61931.77294575,2022-12,2022,12
68,59,320.730054,2022-12,2022,12
68,60,822.08827991,2022-12,2022,12
68,61,3289.51991947,2022-12,2022,12
68,62,1360.80007208,2022-12,2022,12
68,63,563.22144193,2022-12,2022,12
68,64,15806.10749385,2022-12,2022,12
68,65,1989.3989574,2022-12,2022,12
68,68,10000.99941766,2022-12,2022,12
68,69,15967.95539925,2022-12,2022,12
68,70,1605.5789541099998,2022-12,2022,12
68,71,11304.276638700001,2022-12,2022,12
68,73,462.064053,2022-12,2022,12
68,74,7103.92746844,2022-12,2022,12
68,75,1256.10310923,2022-12,2022,12
68,77,894.45992335,2022-12,2022,12
68,78,743.80892132,2022-12,2022,12
68,79,1615.3943022,2022-12,2022,12
68,80,8252.88760607,2022-12,2022,12
68,81,18376.33107855,2022-12,2022,12
68,82,18654.95872959,2022-12,2022,12
68,84,28622.50035193,2022-12,2022,12
68,85,43814.60754872,2022-12,2022,12
68,86,46010.99498339,2022-12,2022,12
68,87,661.5546535000001,2022-12,2022,12
68,88,5842.21515479,2022-12,2022,12
68,90,323.374052,2022-12,2022,12
68,92,3216.36344269,2022-12,2022,12
68,93,946.6962340800001,2022-12,2022,12
68,94,6203.71310746,2022-12,2022,12
68,95,8270.21933301,2022-12,2022,12
68,96,23188.86160472,2022-12,2022,12
68,97,33265.86392556,2022-12,2022,12
70,1,55890.09188053,2022-12,2022,12
70,2,1709.8304675,2022-12,2022,12
70,3,18000.7386764,2022-12,2022,12
70,8,8888.632684100001,2022-12,2022,12
70,10,5849.105498045,2022-12,2022,12
70,11,286.86298986,2022-12,2022,12
70,13,166.900551604,2022-12,2022,12
70,14,546.4586556849999,2022-12,2022,12
70,15,1507.699317101,2022-12,2022,12
70,16,732.75381524,2022-12,2022,12
70,18,559.38529362,2022-12,2022,12
70,22,1136.33206467,2022-12,2022,12
70,23,4015.297461069,2022-12,2022,12
70,25,2227.464839233,2022-12,2022,12
70,31,14054.855861844,2022-12,2022,12
70,32,349.070831757,2022-12,2022,12
70,33,1026.7768474069999,2022-12,2022,12
70,35,422.645453758,2022-12,2022,12
70,36,245.43926073400002,2022-12,2022,12
70,38,1419.0724822270001,2022-12,2022,12
70,41,14998.189913412,2022-12,2022,12
70,42,1999.91106204,2022-12,2022,12
70,43,3017.301985005,2022-12,2022,12
70,45,4354.037987884,2022-12,2022,12
70,46,3000.63132455,2022-12,2022,12
70,47,48191.693185105,2022-12,2022,12
70,49,31793.684645646,2022-12,2022,12
70,52,5313.597826399,2022-12,2022,12
70,53,547.42367014,2022-12,2022,12
70,55,1986.3376287,2022-12,2022,12
70,56,23424.948137868,2022-12,2022,12
70,61,711.89672352,2022-12,2022,12
70,64,2177.88114284,2022-12,2022,12
70,65,790.47592925,2022-12,2022,12
70,68,544.7493866679999,2022-12,2022,12
70,69,1221.500753122,2022-12,2022,12
70,70,191.86221699,2022-12,2022,12
70,71,743.54605425,2022-12,2022,12
70,73,1430.024142636,2022-12,2022,12
70,75,109.91739898,2022-12,2022,12
70,77,138.11377307,2022-12,2022,12
70,78,265.6138795,2022-12,2022,12
70,80,659.450421645,2022-12,2022,12
70,81,9573.328014006,2022-12,2022,12
70,82,1247.964738249,2022-12,2022,12
70,84,6010.849015786,2022-12,2022,12
70,85,14252.285147266,2022-12,2022,12
70,86,11992.941154271,2022-12,2022,12
70,87,256.472700942,2022-12,2022,12
70,88,1859.943347718,2022-12,2022,12
70,90,165.74448302,2022-12,2022,12
70,92,3024.244093325,2022-12,2022,12
70,93,1687.850549213,2022-12,2022,12
70,94,1088.52171412,2022-12,2022,12
70,95,4973.309378101,2022-12,2022,12
70,96,8423.292181083,2022-12,2022,12
70,97,16542.172427789,2022-12,2022,12
73,1,157826.03537917,2022-12,2022,12
73,7,1128.7246915,2022-12,2022,12
73,9,463.38928205,2022-12,2022,12
73,10,4747.81934983,2022-12,2022,12
73,11,284.57281356,2022-12,2022,12
73,13,1020.97402114,2022-12,2022,12
73,14,4161.97726352,2022-12,2022,12
73,15,1649.32030795,2022-12,2022,12
73,20,2672.37502803,2022-12,2022,12
73,21,251.44512183,2022-12,2022,12
73,23,477.987297,2022-12,2022,12
73,25,2564.72693335,2022-12,2022,12
73,29,536.99151669,2022-12,2022,12
73,31,3362.71937506,2022-12,2022,12
73,32,737.9430043,2022-12,2022,12
73,35,1304.94342652,2022-12,2022,12
73,36,3578.72040221,2022-12,2022,12
73,38,4131.2599416,2022-12,2022,12
73,41,39017.28096013,2022-12,2022,12
73,42,5502.46739313,2022-12,2022,12
73,43,11348.26689614,2022-12,2022,12
73,45,14829.37326502,2022-12,2022,12
73,46,9437.58382999,2022-12,2022,12
73,47,73040.93823218,2022-12,2022,12
73,49,17872.57839953,2022-12,2022,12
73,52,2445.88986444,2022-12,2022,12
73,53,4733.774198890001,2022-12,2022,12
73,55,5645.53256304,2022-12,2022,12
73,56,36552.913076670004,2022-12,2022,12
73,60,729.06541017,2022-12,2022,12
73,61,2579.37201924,2022-12,2022,12
73,62,2247.9541238,2022-12,2022,12
73,64,3053.67862352,2022-12,2022,12
73,65,1552.2572882999998,2022-12,2022,12
73,68,7852.59862796,2022-12,2022,12
73,69,2672.1711513600003,2022-12,2022,12
73,70,667.8248532499999,2022-12,2022,12
73,71,2224.03953452,2022-12,2022,12
73,73,1852.3028091400001,2022-12,2022,12
73,74,921.43903618,2022-12,2022,12
73,75,958.3295491,2022-12,2022,12
73,78,219.29634437,2022-12,2022,12
